Object,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),"Light R (measured, W*t/m^2)","Light G (measured, W*t/m^2)","Light B (measured, W*t/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Airmass,Corrected magnitude R (instrumental),Corrected magnitude G (instrumental),Corrected magnitude B (instrumental)
BD+44  2235,2023-04-03 21:24:47.125,194.26339291666665,44.00939055555556,194.2362320647993,44.02157003612769,0.0230188914745789,,,11.283,,,60.33608730042516,,,0.4341634149890713,1.148706,,,0.2038273933300334
BD+44  2236,2023-04-03 21:24:47.125,194.3568083333333,44.03411805555555,194.3678818539055,44.07487835585672,0.0415299490608789,,,12.118,,,121.00896318366524,,,-0.3214375760985367,1.148706,,,-0.5517735977575746
BD+44  2237,2023-04-03 21:24:47.125,194.35763874999995,43.94248611111111,194.3526444493409,43.945401300771216,0.0046291994729361,,,11.74,,,1593.517809981337,,,-3.1202860307446945,1.148706,,,-3.3506220524037325
GALEX J125702.3+435245,2023-04-03 21:24:47.125,194.2596116666666,43.87941444444444,194.25769396308772,43.90964078870008,0.0302579182801063,,,18.1,,,265.8873610119929,,,-1.1761379603548303,1.148706,,,-1.406473982013868
TYC 3023-1727-1,2023-04-03 21:24:47.125,194.45246958333328,44.14454194444444,194.4332651202044,44.126866459090905,0.0224140822463336,,,12.18,,,596.9275419974861,,,-2.0541977702198286,1.148706,,,-2.2845337918788666
TYC 3023-1747-1,2023-04-03 21:24:47.125,194.32141541666664,44.016803333333336,194.3413956725352,44.0038109658294,0.0193726940313501,,,12.02,,,20.005245909061276,,,1.6327465381108257,1.148706,,,1.4024105164517877
TYC 3023-1899-1,2023-04-03 21:24:47.125,194.1680658333333,43.94271277777777,194.14267016223093,43.93027018640159,0.0221191450911149,,,12.427,,,84.56959572014506,,,0.0675706374042289,1.148706,,,-0.16276538425480896
TYC 3023-1974-1,2023-04-03 21:24:47.125,194.15329875,44.24989027777778,194.152423859865,44.2176305442177,0.0322658234192509,,,12.111,,,835.2529060003005,,,-2.418938714661993,1.148706,,,-2.649274736321031
UCAC4 671-056976,2023-04-03 21:24:47.125,194.1467458333333,44.04041722222222,194.19938219114735,44.02898841775031,0.0395294766097911,,,15.111,,,69.07742703328495,,,0.2872658916484426,1.148706,,,0.05692986998940469
UCAC4 671-056978,2023-04-03 21:24:47.125,194.23035625,44.08350444444444,194.22083197586807,44.09139827521052,0.0104457160224938,,,13.154,,,112.08094231245116,,,-0.2382231603833099,1.148706,,,-0.4685591820423478
UCAC4 671-056981,2023-04-03 21:24:47.125,194.25201875,44.08410611111111,194.28789172617616,44.06798323030148,0.0303995234126181,,,14.607,,,524.1279397985392,,,-1.912987004769542,1.148706,,,-2.14332302642858
[VV2006] J125713.1+435912,2023-04-03 21:24:47.125,194.3046125,43.9867075,194.2647191809405,43.95740490778009,0.0410234913914551,,,19.46,,,83.95044202274477,,,0.0755488056908816,1.148706,,,-0.15478721596815628
BD+44  2235,2023-04-03 21:38:09.067,194.26339291666665,44.00939055555556,194.23634875032755,44.027271375057765,0.0264186642089413,,,11.283,,,67.13530291769979,,,0.3182288915612219,1.126186,,,0.15844111674975464
BD+44  2236,2023-04-03 21:38:09.067,194.3568083333333,44.03411805555555,194.3528926347271,44.05751639218391,0.023567006644604,,,12.118,,,57.52070617935164,,,0.4860457505405482,1.126186,,,0.32625797572908094
BD+44  2237,2023-04-03 21:38:09.067,194.35763874999995,43.94248611111111,194.3528126181988,43.9511120235791,0.0092994722752321,,,11.74,,,1593.349323030351,,,-3.1201712268477944,1.126186,,,-3.2799590016592615
GALEX J125702.3+435245,2023-04-03 21:38:09.067,194.2596116666666,43.87941444444444,194.2578584054077,43.91533209686593,0.0359398644855264,,,18.1,,,258.98905926079743,,,-1.1475972717107683,1.126186,,,-1.3073850465222356
TYC 3023-1727-1,2023-04-03 21:38:09.067,194.45246958333328,44.14454194444444,194.4333843406728,44.132590852773305,0.0181776620996765,,,12.18,,,616.9769771262653,,,-2.090066122329313,1.126186,,,-2.24985389714078
TYC 3023-1747-1,2023-04-03 21:38:09.067,194.32141541666664,44.016803333333336,194.3181531793458,43.98480452986884,0.0320847327108976,,,12.02,,,156.9882023107686,,,-0.6040612672360786,1.126186,,,-0.7638490420475459
TYC 3023-1899-1,2023-04-03 21:38:09.067,194.1680658333333,43.94271277777777,194.1428133540825,43.93593253758415,0.0194066453577623,,,12.427,,,77.73464031132613,,,0.1590697901877946,1.126186,,,-0.0007179846236726739
TYC 3023-1974-1,2023-04-03 21:38:09.067,194.15329875,44.24989027777778,194.15251017879515,44.22332396360139,0.0265723212285157,,,12.111,,,839.1634365273515,,,-2.424010108418269,1.126186,,,-2.583797883229736
UCAC4 671-056976,2023-04-03 21:38:09.067,194.1467458333333,44.04041722222222,194.19952995704804,44.03469082348279,0.0383753333137341,,,15.111,,,80.32199682120529,,,0.1235200321371861,1.126186,,,-0.03626774267428118
UCAC4 671-056978,2023-04-03 21:38:09.067,194.23035625,44.08350444444444,194.25089510221224,44.08149866518491,0.014889572536271,,,13.154,,,53.24544352999209,,,0.569900151041977,1.126186,,,0.4101123762305097
UCAC4 671-056981,2023-04-03 21:38:09.067,194.25201875,44.08410611111111,194.2880255666417,44.07368430017203,0.0278872506258385,,,14.607,,,524.9959013379101,,,-1.9147835085676408,1.126186,,,-2.074571283379108
[VV2006] J125713.1+435912,2023-04-03 21:38:09.067,194.3046125,43.9867075,194.26485225810097,43.96308596434558,0.0371038193733442,,,19.46,,,85.75694674989313,,,0.0524329980810037,1.126186,,,-0.10735477673046358
BD+44  2235,2023-04-03 21:51:24.560,194.26339291666665,44.00939055555556,194.23183482306752,44.02215557133097,0.0260385614557515,,,11.283,,,63.715018909935566,,,0.3750017327563499,1.10619,,,0.43971166892471714
BD+44  2236,2023-04-03 21:51:24.560,194.3568083333333,44.03411805555555,194.36340286879087,44.07546952179148,0.0416221694901118,,,12.118,,,126.7945821547807,,,-0.3721454684964221,1.10619,,,-0.3074355323280549
BD+44  2237,2023-04-03 21:51:24.560,194.35763874999995,43.94248611111111,194.34819390774507,43.94599557141862,0.0076525941029876,,,11.74,,,1624.8664422813654,,,-3.1414379000520287,1.10619,,,-3.0767279638836613
GALEX J125702.3+435245,2023-04-03 21:51:24.560,194.2596116666666,43.87941444444444,194.27090586931104,43.90869274361997,0.0303884828199404,,,18.1,,,1055.458093361881,,,-2.6729962125454696,1.10619,,,-2.608286276377102
GEN# +7.00320230,2023-04-03 21:51:24.560,194.4333333333333,44.14666666666667,194.400780636861,44.12534478265596,0.0316297134145127,,,12.41,,,53.43022854561849,,,0.5661386939388813,1.10619,,,0.6308486301072486
TYC 3023-1727-1,2023-04-03 21:51:24.560,194.45246958333328,44.14454194444444,194.4287555342413,44.12748280086128,0.0240971192355982,,,12.18,,,621.5239028768586,,,-2.0980383154343505,1.10619,,,-2.033328379265983
TYC 3023-1747-1,2023-04-03 21:51:24.560,194.32141541666664,44.016803333333336,194.32321054020855,44.00673533594383,0.0101504372028261,,,12.02,,,31.223446740918178,,,1.1494041662812573,1.10619,,,1.2141141024496245
TYC 3023-1899-1,2023-04-03 21:51:24.560,194.1680658333333,43.94271277777777,194.161925849624,43.95911907889206,0.0169913665245523,,,12.427,,,35.62108522449722,,,1.006338407465306,1.10619,,,1.071048343633673
TYC 3023-1974-1,2023-04-03 21:51:24.560,194.15329875,44.24989027777778,194.14789008849175,44.21821878483721,0.0319076996501553,,,12.111,,,861.7484154530551,,,-2.4528449601971625,1.10619,,,-2.388135024028795
UCAC4 671-056976,2023-04-03 21:51:24.560,194.1467458333333,44.04041722222222,194.1949561737186,44.02957008830641,0.0363169020205113,,,15.111,,,77.69344369691811,,,0.1596453445621421,1.10619,,,0.22435528073050937
UCAC4 671-056978,2023-04-03 21:51:24.560,194.23035625,44.08350444444444,194.2163390814617,44.09197399749029,0.0131568106996802,,,13.154,,,119.38942162801612,,,-0.3068083471517505,1.10619,,,-0.24209841098338322
[VV2006] J125711.4+435654,2023-04-03 21:51:24.560,194.29742916666663,43.94843611111111,194.26029031887512,43.95799114921846,0.0283925986123884,,,19.89,,,88.0602312048648,,,0.0236567201517649,1.10619,,,0.08836665632013216
BD+44  2235,2023-04-03 22:06:29.153,194.26339291666665,44.00939055555556,194.22720304975508,44.02354061140885,0.0296235578949202,,,11.283,,,64.50753604423147,,,0.3615801392875529,1.085979,,,0.5893582197386207
BD+44  2237,2023-04-03 22:06:29.153,194.35763874999995,43.94248611111111,194.34361419969972,43.94741911289842,0.0112383057466118,,,11.74,,,1631.5693025333053,,,-3.1459075404190107,1.085979,,,-2.918129459967943
GALEX J125702.3+435245,2023-04-03 22:06:29.153,194.2596116666666,43.87941444444444,194.26634147607095,43.910117454632335,0.0310836521728073,,,18.1,,,1058.4458970653566,,,-2.6760653858177097,1.085979,,,-2.448287305366642
GEN# +7.00320230,2023-04-03 22:06:29.153,194.4333333333333,44.14666666666667,194.39619962767424,44.12675501666459,0.0332671469636438,,,12.41,,,56.49588021037516,,,0.5055643251618896,1.085979,,,0.7333424056129574
TYC 3023-1727-1,2023-04-03 22:06:29.153,194.45246958333328,44.14454194444444,194.42415508713805,44.12888152713896,0.025655052700114,,,12.18,,,613.4723102132036,,,-2.0838811391977963,1.085979,,,-1.8561030587467284
TYC 3023-1747-1,2023-04-03 22:06:29.153,194.32141541666664,44.016803333333336,194.30895959715252,43.98110828580673,0.0368024487955337,,,12.02,,,159.85394162910688,,,-0.6237020999989308,1.085979,,,-0.39592401954786305
TYC 3023-1899-1,2023-04-03 22:06:29.153,194.1680658333333,43.94271277777777,194.18483199146496,43.93144662513336,0.0165133859747976,,,12.427,,,60.82490731457381,,,0.4254026340424593,1.085979,,,0.6531807144935271
TYC 3023-1974-1,2023-04-03 22:06:29.153,194.15329875,44.24989027777778,194.143321383896,44.21958095922099,0.0311409400116804,,,12.111,,,879.698628085491,,,-2.475228513094116,1.085979,,,-2.2474504326430482
UCAC4 671-056976,2023-04-03 22:06:29.153,194.1467458333333,44.04041722222222,194.1903428677948,44.03097436622456,0.0327337976390786,,,15.111,,,83.13029356445503,,,0.0862079881923139,1.085979,,,0.31398606864338163
UCAC4 671-056978,2023-04-03 22:06:29.153,194.23035625,44.08350444444444,194.2416114492659,44.07780828536499,0.0098903124180327,,,13.154,,,54.6909705293844,,,0.5408171978451912,1.085979,,,0.768595278296259
[VV2006] J125711.4+435654,2023-04-03 22:06:29.153,194.29742916666663,43.94843611111111,194.2556602201627,43.95941250396011,0.0320101441956459,,,19.89,,,90.5326794942739,,,-0.0064071623206465,1.085979,,,0.22137091813042126
BD+44  2235,2023-04-03 22:27:27.762,194.26339291666665,44.00939055555556,194.23569712885785,44.02547616017854,0.0256013024498203,,,11.283,,,65.32078889548904,,,0.3479777206501172,1.062235,,,-0.03757929362819634
BD+44  2236,2023-04-03 22:27:27.762,194.3568083333333,44.03411805555555,194.3522162562496,44.05571477103455,0.0218474975538161,,,12.118,,,54.767770380034165,,,0.5392936211740045,1.062235,,,0.15373660689569096
BD+44  2237,2023-04-03 22:27:27.762,194.35763874999995,43.94248611111111,194.35213198038903,43.949387243896176,0.0079589974124554,,,11.74,,,1650.3047053961975,,,-3.158304071261938,1.062235,,,-3.5438610855402515
GALEX J125702.3+435245,2023-04-03 22:27:27.762,194.2596116666666,43.87941444444444,194.25718316820772,43.91359673211727,0.0342270528978588,,,18.1,,,274.5779145908598,,,-1.211057732023392,1.062235,,,-1.5966147463017055
GEN# +7.00320230,2023-04-03 22:27:27.762,194.4333333333333,44.14666666666667,194.4113011691269,44.183133449887606,0.0397442880519277,,,12.41,,,8.029171797439972,,,2.623929397435117,1.062235,,,2.2383723831568036
TYC 3023-1727-1,2023-04-03 22:27:27.762,194.45246958333328,44.14454194444444,194.4326735291441,44.13084737361747,0.0197327173158192,,,12.18,,,615.4948115701707,,,-2.087454717190083,1.062235,,,-2.4730117314683966
TYC 3023-1747-1,2023-04-03 22:27:27.762,194.32141541666664,44.016803333333336,194.3271820928183,44.01012022536919,0.0078653470332802,,,12.02,,,31.990420921951625,,,1.123056387448825,1.062235,,,0.7374993731705115
TYC 3023-1899-1,2023-04-03 22:27:27.762,194.1680658333333,43.94271277777777,194.19335587513635,43.93335420884336,0.0204750533524137,,,12.427,,,58.34557510778143,,,0.4705864610828091,1.062235,,,0.08502944680449559
TYC 3023-1974-1,2023-04-03 22:27:27.762,194.15329875,44.24989027777778,194.15182402078236,44.22155183876527,0.0283581301512935,,,12.111,,,883.968509383378,,,-2.480485711206347,1.062235,,,-2.8660427254846605
UCAC4 671-056976,2023-04-03 22:27:27.762,194.1467458333333,44.04041722222222,194.1988744054515,44.03292996207056,0.0382156048262903,,,15.111,,,81.68314749133128,,,0.1052751134935929,1.062235,,,-0.2802819007847206
UCAC4 671-056978,2023-04-03 22:27:27.762,194.23035625,44.08350444444444,194.2202616557951,44.0953446353816,0.0138837936851654,,,13.154,,,118.27704859816409,,,-0.2966449236813887,1.062235,,,-0.6822019379597022
UCAC4 671-056981,2023-04-03 22:27:27.762,194.25201875,44.08410611111111,194.2873419968315,44.07193896644328,0.0281421345386792,,,14.607,,,538.4042808927852,,,-1.9421649872457376,1.062235,,,-2.327722001524051
[VV2006] J125713.1+435912,2023-04-03 22:27:27.762,194.3046125,43.9867075,194.26419949106807,43.96134589459318,0.0385882836488873,,,19.46,,,91.11350741501064,,,-0.0133506392226542,1.062235,,,-0.39890765350096774
BD+44  2235,2023-04-03 22:40:03.510,194.26339291666665,44.00939055555556,194.2502029901003,44.02111453442573,0.015080725465279,,,11.283,,,72.4314602786992,,,0.2357881710276924,1.050294,,,0.41603843247517297
BD+44  2236,2023-04-03 22:40:03.510,194.3568083333333,44.03411805555555,194.3666852145778,44.0513451580106,0.0186327402023785,,,12.118,,,59.7126737810737,,,0.445439978060218,1.050294,,,0.6256902395076986
BD+44  2237,2023-04-03 22:40:03.510,194.35763874999995,43.94248611111111,194.3665691462901,43.94495023863254,0.0068860624040306,,,11.74,,,1671.894099761405,,,-3.172415639204307,1.050294,,,-2.9921653777568262
GALEX J125702.3+435245,2023-04-03 22:40:03.510,194.2596116666666,43.87941444444444,194.27161884291607,43.90919539942899,0.0310124646367243,,,18.1,,,270.8940745441401,,,-1.1963924901757554,1.050294,,,-1.0161422287282749
TYC 3023-1727-1,2023-04-03 22:40:03.510,194.45246958333328,44.14454194444444,194.4471737222944,44.12639753778155,0.018538222298109,,,12.18,,,627.3748790914888,,,-2.108211538882484,1.050294,,,-1.9279612774350032
TYC 3023-1747-1,2023-04-03 22:40:03.510,194.32141541666664,44.016803333333336,194.32047258962524,43.97853804970988,0.0382712939385356,,,12.02,,,574.6904192138902,,,-2.012978618847803,1.050294,,,-1.8327283574003226
TYC 3023-1899-1,2023-04-03 22:40:03.510,194.1680658333333,43.94271277777777,194.15658943231665,43.92985858032027,0.0152816529252721,,,12.427,,,86.31128396225091,,,0.0454373305968906,1.050294,,,0.22568759204437117
TYC 3023-1974-1,2023-04-03 22:40:03.510,194.15329875,44.24989027777778,194.1663886469981,44.21715578257183,0.0340516046083319,,,12.111,,,891.2532943302448,,,-2.4893965967543057,1.050294,,,-2.309146335306825
UCAC4 671-056978,2023-04-03 22:40:03.510,194.23035625,44.08350444444444,194.23477518979303,44.0909319575352,0.0080772828662488,,,13.154,,,117.26655781882488,,,-0.2873291696167903,1.050294,,,-0.1070789081693097
UCAC4 671-056981,2023-04-03 22:40:03.510,194.25201875,44.08410611111111,194.28199649984776,44.06262171332561,0.0304211031004996,,,14.607,,,1480.1904321239608,,,-3.040187707963942,1.050294,,,-2.8599374465164615
[VV2006] J125713.1+435912,2023-04-03 22:40:03.510,194.3046125,43.9867075,194.27865201303987,43.95694148982796,0.0351437075928162,,,19.46,,,92.0279429157111,,,-0.0241930124704693,1.050294,,,0.1560572489770113
BD+44  2235,2023-04-03 22:52:49.841,194.26339291666665,44.00939055555556,194.22573493393432,44.0212953937095,0.029582990998972,,,11.283,,,65.8052930349445,,,0.3399542050870834,1.039632,,,0.3170347436727006
BD+44  2236,2023-04-03 22:52:49.841,194.3568083333333,44.03411805555555,194.3573215205027,44.07460477091314,0.0404883952116612,,,12.118,,,125.4246767330261,,,-0.3603512023006749,1.039632,,,-0.3832706637150577
BD+44  2237,2023-04-03 22:52:49.841,194.35763874999995,43.94248611111111,194.3604048161477,43.95375384975032,0.011442374254717,,,11.74,,,1564.332412032565,,,-3.100216335698507,1.039632,,,-3.1231357971128895
GALEX J125702.3+435245,2023-04-03 22:52:49.841,194.2596116666666,43.87941444444444,194.26483538272717,43.90786119492343,0.0286947380593859,,,18.1,,,1084.9276466286117,,,-2.702895666983565,1.039632,,,-2.7258151283979477
GEN# +7.00320230,2023-04-03 22:52:49.841,194.4333333333333,44.14666666666667,194.3947286964324,44.12448490719392,0.0354918368914737,,,12.41,,,50.2449753510258,,,0.6328746798312503,1.039632,,,0.6099552184168675
TYC 3023-1727-1,2023-04-03 22:52:49.841,194.45246958333328,44.14454194444444,194.42267280514565,44.12659992204942,0.0279147486460579,,,12.18,,,640.0894021554271,,,-2.1299953182018188,1.039632,,,-2.1529147796162014
TYC 3023-1747-1,2023-04-03 22:52:49.841,194.32141541666664,44.016803333333336,194.34220910217505,44.05154019434557,0.0378169977395872,,,12.02,,,54.43263768734448,,,0.5459578241135818,1.039632,,,0.523038362699199
TYC 3023-1899-1,2023-04-03 22:52:49.841,194.1680658333333,43.94271277777777,194.18335257405587,43.9291971821137,0.0174313602871231,,,12.427,,,62.04921208182367,,,0.4037655959046222,1.039632,,,0.3808461344902394
TYC 3023-1974-1,2023-04-03 22:52:49.841,194.15329875,44.24989027777778,194.14185895890188,44.21732269746315,0.0335832100165951,,,12.111,,,907.3745338041808,,,-2.508860192094769,1.039632,,,-2.5317796535091515
