Object,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),"Light R (measured, W*t/m^2)","Light G (measured, W*t/m^2)","Light B (measured, W*t/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Airmass,Corrected magnitude R (instrumental),Corrected magnitude G (instrumental),Corrected magnitude B (instrumental)
TYC 3023-1727-1,2023-04-03 00:02:45.022,194.45246958333328,44.14454194444444,194.4354972652372,44.11959673912641,0.0277606912741707,,,12.18,,,629.5290842179518,,,-2.1119332246384124,1.009558,,,-2.184749862553569
TYC 3023-1747-1,2023-04-03 00:02:45.022,194.32141541666664,44.016803333333336,194.33647565385297,44.029053205644246,0.0163502850858418,,,12.02,,,25.102288327451102,,,1.3863229895485454,1.009558,,,1.3135063516333887
TYC 3023-1899-1,2023-04-03 00:02:45.022,194.1680658333333,43.94271277777777,194.1687631332197,43.95129230707932,0.0085942056411807,,,12.427,,,33.45346687509448,,,1.0745034446688102,1.009558,,,1.0016868067536535
TYC 3023-1974-1,2023-04-03 00:02:45.022,194.15329875,44.24989027777778,194.15475148724948,44.21030896849954,0.0395949949114803,,,12.111,,,909.6521698000588,,,-2.511582125847609,1.009558,,,-2.5843987637627657
UCAC4 671-056978,2023-04-03 00:02:45.022,194.23035625,44.08350444444444,194.22313923028187,44.08413510041155,0.0052223687849707,,,13.154,,,118.97325889834752,,,-0.3030171211025675,1.009558,,,-0.37583375901772426
UCAC4 671-056981,2023-04-03 00:02:45.022,194.25201875,44.08410611111111,194.29020607946896,44.06070303575835,0.0360616785206016,,,14.607,,,539.5640397584755,,,-1.944501220418805,1.009558,,,-2.017317858333962
[VV2006] J125711.4+435654,2023-04-03 00:02:45.022,194.29742916666663,43.94843611111111,194.26703878276973,43.950154819004496,0.021947087087522,,,19.89,,,89.67105179514601,,,0.0039756140010812,1.009558,,,-0.06884102391407554
[VV2006] J125713.1+435912,2023-04-03 00:02:45.022,194.3046125,43.9867075,194.3088662427286,43.97175189401389,0.0152656349544717,,,19.46,,,562.436656789926,,,-1.989577771557308,1.009558,,,-2.0623944094724647
BD+44  2235,2023-04-02 22:49:43.899,194.26339291666665,44.00939055555556,194.2356656437501,44.02257489068683,0.0239045723692102,,9.921681,,,89.91472973894452,,,0.0010291655017186,,1.045269,,-0.09351108436041919,
BD+44  2236,2023-04-02 22:49:43.899,194.3568083333333,44.03411805555555,194.33364419657136,44.03733682878266,0.0169610689621934,,11.100706,,,30.977241537392416,,,1.1579994184156297,,1.045269,,1.063459168553492,
BD+44  2237,2023-04-02 22:49:43.899,194.35763874999995,43.94248611111111,194.35211431099447,43.94640673781556,0.0055850833089768,,10.56891,,,1631.8833987061694,,,-3.146116537220207,,1.045269,,-3.240656787082345,
GALEX J125702.3+435245,2023-04-02 22:49:43.899,194.2596116666666,43.87941444444444,194.25714379055847,43.91062320423922,0.031259387738195,,18.209217,,,277.0181837174559,,,-1.2206644200823038,,1.045269,,-1.3152046699444415,
LEDA 2238152,2023-04-02 22:49:43.899,194.3116583333333,44.16637722222222,194.3121635808108,44.1558098901774,0.0105735462911806,,21.428099,,,84.21756169424575,,,0.0720996151688534,,1.045269,,-0.02244063469328439,
SDSS J125637.94+440013.9,2023-04-02 22:49:43.899,194.1581183333333,44.003861388888886,194.1690492775984,43.9984771758042,0.0095296944984237,,20.52337,,,224.19209359229524,,,-0.9909444579123196,,1.045269,,-1.0854847077744574,
SDSSCGB 14935.1,2023-04-02 22:49:43.899,194.18891791666664,44.22920027777778,194.2027568373024,44.22186544153372,0.0123347512010757,,20.76375,,,53.93442967824208,,,0.555941046824968,,1.045269,,0.46140079696283026,
TYC 3023-1727-1,2023-04-02 22:49:43.899,194.45246958333328,44.14454194444444,194.4326861508446,44.12789766259432,0.021877471327356,,11.760027,,,785.9388003394214,,,-2.352865550438904,,1.045269,,-2.447405800301042,
TYC 3023-1747-1,2023-04-02 22:49:43.899,194.32141541666664,44.016803333333336,194.3174601519245,43.98009880522425,0.0368146417998904,,11.21914,,,199.8004407632949,,,-0.8658848312824483,,1.045269,,-0.9604250811445861,
TYC 3023-1899-1,2023-04-02 22:49:43.899,194.1680658333333,43.94271277777777,194.1658418495513,43.95957388765972,0.0169369596289809,,11.750004,,,30.21439939236143,,,1.1850713593955822,,1.045269,,1.0905311095334445,
TYC 3023-1974-1,2023-04-02 22:49:43.899,194.15329875,44.24989027777778,194.1518003641783,44.218646037390194,0.0312626796561982,,11.264655,,,788.0174799386973,,,-2.355733354379137,,1.045269,,-2.450273604241275,
UCAC4 671-056976,2023-04-02 22:49:43.899,194.1467458333333,44.04041722222222,194.125209258294,44.01587302738762,0.0290206034239535,,14.289887,,,33.80467140115945,,,1.0631644767825474,,1.045269,,0.9686242269204096,
UCAC4 671-056978,2023-04-02 22:49:43.899,194.23035625,44.08350444444444,194.22022614723687,44.092421893221136,0.0115092832496491,,12.214701,,,139.5251382002324,,,-0.4760248798002131,,1.045269,,-0.5705651296623508,
