Object,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),Apparent magnitude V (known),"Light R (measured, W*t/m^2)","Light G (measured, W*t/m^2)","Light B (measured, W*t/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Airmass,Corrected magnitude R (instrumental),Corrected magnitude G (instrumental),Corrected magnitude B (instrumental)
TYC 4273-435-1,2023-02-23 19:46:50.161,339.8296558333333,64.86889416666666,339.8283868586795,64.9051668963595,0.036276727586729,,12.39925765991211,12.99,12.02,,,74.13339643944448,,,-0.9822316079109162,1.59378,,,-1.4202011052001917
TYC 4273-695-1,2023-02-23 19:46:50.161,339.6230466666666,65.06957249999999,339.6218101183889,65.06188107757443,0.0077090683375663,,11.706887245178224,12.47,12.15,,,64.40646491700352,,,-0.8295205198326323,1.59378,,,-1.267490017121908
TYC 4273-822-1,2023-02-23 19:46:50.161,339.8645287499999,65.14470083333335,339.8826797987123,65.15056753416285,0.0096235634367799,,10.90470027923584,11.65,10.91,,,131.69191800326496,,,-1.6060946704935577,1.59378,,,-2.0440641677828335
TYC 4273-849-1,2023-02-23 19:46:50.161,339.3875783333333,65.02880222222223,339.3938179388582,65.02870795663523,0.002635818989455,,12.342562675476074,13.1,12.34,,,90.08786472246352,,,-1.1938625965025222,1.59378,,,-1.6318320937917978
TYC 4273-922-1,2023-02-23 19:46:50.161,339.2812283333333,64.93230138888889,339.34142422702445,64.94310430455657,0.0276931661942738,,10.665483474731444,11.47,10.81,,,239.5050142864952,,,-2.255483388831573,1.59378,,,-2.6934528861208484
V* RZ Cep,2023-02-23 19:46:50.161,339.8049033333333,64.85850305555554,339.83841349305965,64.87293125998758,0.0202671035201317,9.300000190734863,9.294269561767578,9.48,9.49,,,154.7387387766537,,,-1.7811944950707144,1.59378,,,-2.2191639923599897
TYC 4273-1186-1,2023-02-23 19:49:00.662,339.8064062499999,65.00935527777777,339.8338666977743,65.02183836749838,0.0170397472776292,,11.109890937805176,11.52,11.2,,,215.07747426149115,,,-2.1386841825654885,1.599853,,,-2.598320272433432
TYC 4273-319-1,2023-02-23 19:49:00.662,339.58776499999993,65.066285,339.564687004326,65.03504363941957,0.0327228764117909,,12.238874435424805,12.89,12.44,,,334.73768296488026,,,-2.6189583773079,1.599853,,,-3.0785944671758436
TYC 4273-343-1,2023-02-23 19:49:00.662,339.3993054166666,65.13731277777778,339.4535181730632,65.12302450845549,0.0269068225971354,,11.055931091308594,11.54,11.04,,,372.90564194248685,,,-2.7361942485681325,1.599853,,,-3.195830338436076
TYC 4273-435-1,2023-02-23 19:49:00.662,339.8296558333333,64.86889416666666,339.82794247922527,64.90521733744541,0.0363304485051545,,12.39925765991211,12.99,12.02,,,70.72907706995142,,,-0.9311918409376274,1.599853,,,-1.3908279308055709
TYC 4273-695-1,2023-02-23 19:49:00.662,339.6230466666666,65.06957249999999,339.6214455941311,65.06189146048789,0.007710639556509,,11.706887245178224,12.47,12.15,,,68.23234326613147,,,-0.8921725788868957,1.599853,,,-1.3518086687548392
TYC 4273-822-1,2023-02-23 19:49:00.662,339.8645287499999,65.14470083333335,339.8823012903284,65.15062371133892,0.0095327522502696,,10.90470027923584,11.65,10.91,,,123.19299682874902,,,-1.5336619135129916,1.599853,,,-1.993298003380935
TYC 4273-849-1,2023-02-23 19:49:00.662,339.3875783333333,65.02880222222223,339.3934639295828,65.02878254093787,0.0024847575556017,,12.342562675476074,13.1,12.34,,,85.72637664848003,,,-1.1399830332482888,1.599853,,,-1.5996191231162322
TYC 4273-922-1,2023-02-23 19:49:00.662,339.2812283333333,64.93230138888889,339.3410113329781,64.94319918081521,0.0275695279529078,,10.665483474731444,11.47,10.81,,,220.45665350518152,,,-2.16550488972748,1.599853,,,-2.6251409795954235
V* RZ Cep,2023-02-23 19:49:00.662,339.8049033333333,64.85850305555554,339.83809539469206,64.8729942428573,0.0202175328591197,9.300000190734863,9.294269561767578,9.48,9.49,,,157.70816517112564,,,-1.8018323108059893,1.599853,,,-2.261468400673933
TYC 4273-1186-1,2023-02-23 19:51:11.442,339.8064062499999,65.00935527777777,339.83372490063255,65.0218733500347,0.0170247381548477,,11.109890937805176,11.52,11.2,,,225.3479683067828,,,-2.189330980477146,1.605963,,,-2.616454611430396
TYC 4273-319-1,2023-02-23 19:51:11.442,339.58776499999993,65.066285,339.56459677941115,65.03511804011583,0.0326632143608314,,12.238874435424805,12.89,12.44,,,336.8786514699286,,,-2.625880588022472,1.605963,,,-3.0530042189757216
TYC 4273-343-1,2023-02-23 19:51:11.442,339.3993054166666,65.13731277777778,339.4534314490138,65.12307911321821,0.0268469144604765,,11.055931091308594,11.54,11.04,,,373.3046040794174,,,-2.737355228814588,1.605963,,,-3.164478859767838
TYC 4273-435-1,2023-02-23 19:51:11.442,339.8296558333333,64.86889416666666,339.82779610775066,64.90525770037495,0.0363720983377613,,12.39925765991211,12.99,12.02,,,78.31325299910367,,,-1.041785023688335,1.605963,,,-1.4689086546415848
TYC 4273-695-1,2023-02-23 19:51:11.442,339.6230466666666,65.06957249999999,339.6212338971992,65.06196641371368,0.007644382609816,,11.706887245178224,12.47,12.15,,,69.00926817435675,,,-0.9044654178220636,1.605963,,,-1.3315890487753133
TYC 4273-822-1,2023-02-23 19:51:11.442,339.8645287499999,65.14470083333335,339.88217316411163,65.15064323409949,0.0095028112161919,,10.90470027923584,11.65,10.91,,,127.18184358634085,,,-1.568259653410247,1.605963,,,-1.9953832843634969
TYC 4273-849-1,2023-02-23 19:51:11.442,339.3875783333333,65.02880222222223,339.393347051211,65.02887126598492,0.0024363123902952,,12.342562675476074,13.1,12.34,,,95.24916768195408,,,-1.2543498365971817,1.605963,,,-1.6814734675504315
TYC 4273-922-1,2023-02-23 19:51:11.442,339.2812283333333,64.93230138888889,339.3409403293453,64.94327186416446,0.0275707114246823,,10.665483474731444,11.47,10.81,,,227.2657419727805,,,-2.198531801023105,1.605963,,,-2.625655431976355
V* RZ Cep,2023-02-23 19:51:11.442,339.8049033333333,64.85850305555554,339.8378521642696,64.87307831680819,0.0202061747466215,9.300000190734863,9.294269561767578,9.48,9.49,,,146.61182996452453,,,-1.722619399485974,1.605963,,,-2.1497430304392235
TYC 4273-1186-1,2023-02-23 19:53:22.686,339.8064062499999,65.00935527777777,339.8334458004457,65.02196743066935,0.0170146695705579,,11.109890937805176,11.52,11.2,,,217.99877467007235,,,-2.1533319945114195,1.612124,,,-2.5993936495933405
TYC 4273-319-1,2023-02-23 19:53:22.686,339.58776499999993,65.066285,339.5643195110915,65.03521793765695,0.0326031872871073,,12.238874435424805,12.89,12.44,,,325.4978918736419,,,-2.588567313582651,1.612124,,,-3.0346289686645718
TYC 4273-343-1,2023-02-23 19:53:22.686,339.3993054166666,65.13731277777778,339.4531418658537,65.12319154916578,0.0266840194030861,,11.055931091308594,11.54,11.04,,,365.8254558263458,,,-2.715381669224782,1.612124,,,-3.161443324306703
TYC 4273-435-1,2023-02-23 19:53:22.686,339.8296558333333,64.86889416666666,339.82739066041376,64.90534176903823,0.0364602784510142,,12.39925765991211,12.99,12.02,,,81.22234695309271,,,-1.0813856993329718,1.612124,,,-1.5274473544148928
TYC 4273-695-1,2023-02-23 19:53:22.686,339.6230466666666,65.06957249999999,339.6209384285161,65.06206491228785,0.0075600139537092,,11.706887245178224,12.47,12.15,,,70.40088258486935,,,-0.9261421225382238,1.612124,,,-1.3722037776201448
TYC 4273-822-1,2023-02-23 19:53:22.686,339.8645287499999,65.14470083333335,339.88190722947616,65.1507629041754,0.0094918176929963,,10.90470027923584,11.65,10.91,,,122.30054704734356,,,-1.5257678622738002,1.612124,,,-1.9718295173557212
TYC 4273-849-1,2023-02-23 19:53:22.686,339.3875783333333,65.02880222222223,339.3930703034696,65.0289541597368,0.0023234709697825,,12.342562675476074,13.1,12.34,,,96.76701442469276,,,-1.271515217869963,1.612124,,,-1.7175768729518839
TYC 4273-922-1,2023-02-23 19:53:22.686,339.2812283333333,64.93230138888889,339.34071586712463,64.94337859687025,0.0275262380757304,,10.665483474731444,11.47,10.81,,,207.4919497339858,,,-2.0996999922798047,1.612124,,,-2.5457616473617257
V* RZ Cep,2023-02-23 19:53:22.686,339.8049033333333,64.85850305555554,339.8375469124459,64.87314102543701,0.0201620654712771,9.300000190734863,9.294269561767578,9.48,9.49,,,152.08506553731337,,,-1.7624132863481534,1.612124,,,-2.208474941430074
TYC 4273-1186-1,2023-02-23 19:55:33.659,339.8064062499999,65.00935527777777,339.8330805740393,65.02194860584291,0.0168974803211184,,11.109890937805176,11.52,11.2,,,204.3315968524812,,,-2.083035685773706,1.618297,,,-2.600948808109621
TYC 4273-319-1,2023-02-23 19:55:33.659,339.58776499999993,65.066285,339.56390463998486,65.03517720111323,0.0326954545961661,,12.238874435424805,12.89,12.44,,,335.9144907868042,,,-2.622768710651127,1.618297,,,-3.140681832987042
TYC 4273-343-1,2023-02-23 19:55:33.659,339.3993054166666,65.13731277777778,339.45276840774034,65.12316187948872,0.0265666869015344,,11.055931091308594,11.54,11.04,,,362.3116389815429,,,-2.704902577284345,1.618297,,,-3.2228156996202597
TYC 4273-435-1,2023-02-23 19:55:33.659,339.8296558333333,64.86889416666666,339.8269359905637,64.90531170572953,0.036435828281831,,12.39925765991211,12.99,12.02,,,67.49281567879103,,,-0.8803407294594205,1.618297,,,-1.3982538517953351
TYC 4273-695-1,2023-02-23 19:55:33.659,339.6230466666666,65.06957249999999,339.62071406326965,65.0619943060549,0.007641730546327,,11.706887245178224,12.47,12.15,,,60.697710384838444,,,-0.7651276359472797,1.618297,,,-1.2830407582831944
TYC 4273-822-1,2023-02-23 19:55:33.659,339.8645287499999,65.14470083333335,339.8816268041649,65.15071720988755,0.0093720355078108,,10.90470027923584,11.65,10.91,,,124.08833493065556,,,-1.5415242558404765,1.618297,,,-2.059437378176391
TYC 4273-849-1,2023-02-23 19:55:33.659,339.3875783333333,65.02880222222223,339.39267351141206,65.02892020910765,0.0021542224372356,,12.342562675476074,13.1,12.34,,,85.45338583333427,,,-1.1365200507257722,1.618297,,,-1.6544331730616868
TYC 4273-922-1,2023-02-23 19:55:33.659,339.2812283333333,64.93230138888889,339.34044444255403,64.94332061856767,0.0273976769529261,,10.665483474731444,11.47,10.81,,,160.6980494813372,,,-1.8222233767546152,1.618297,,,-2.34013649909053
V* RZ Cep,2023-02-23 19:55:33.659,339.8049033333333,64.85850305555554,339.8371366823088,64.87305786470968,0.0199820024928196,9.300000190734863,9.294269561767578,9.48,9.49,,,160.1902381049481,,,-1.818786980487609,1.618297,,,-2.3367001028235235
TYC 4273-1186-1,2023-02-23 19:57:45.453,339.8064062499999,65.00935527777777,339.8328375006357,65.02196159267173,0.0168389191288433,,11.109890937805176,11.52,11.2,,,218.7886394021941,,,-2.1572587819769167,1.624534,,,-2.685967215898651
TYC 4273-319-1,2023-02-23 19:57:45.453,339.58776499999993,65.066285,339.5637127268868,65.03521354289663,0.0326859139107849,,12.238874435424805,12.89,12.44,,,343.9004494585861,,,-2.648278721753088,1.624534,,,-3.1769871556748224
TYC 4273-343-1,2023-02-23 19:57:45.453,339.3993054166666,65.13731277777778,339.4526018827467,65.12319803867616,0.0264881430579997,,11.055931091308594,11.54,11.04,,,365.026632921246,,,-2.7130082442650965,1.624534,,,-3.241716678186831
TYC 4273-435-1,2023-02-23 19:57:45.453,339.8296558333333,64.86889416666666,339.826827725634,64.90528579776921,0.036411419012475,,12.39925765991211,12.99,12.02,,,75.44733147068905,,,-1.001306572285379,1.624534,,,-1.5300150062071136
TYC 4273-695-1,2023-02-23 19:57:45.453,339.6230466666666,65.06957249999999,339.6203788360191,65.0620919508656,0.0075646251976431,,11.706887245178224,12.47,12.15,,,57.07173903859831,,,-0.6982496286524499,1.624534,,,-1.2269580625741845
TYC 4273-822-1,2023-02-23 19:57:45.453,339.8645287499999,65.14470083333335,339.88136356844205,65.15073716508533,0.009300416984492,,10.90470027923584,11.65,10.91,,,119.62957162310818,,,-1.501793232174636,1.624534,,,-2.0305016660963706
TYC 4273-849-1,2023-02-23 19:57:45.453,339.3875783333333,65.02880222222223,339.3924346254326,65.02898287551383,0.0020580820010262,,12.342562675476074,13.1,12.34,,,87.86107355273163,,,-1.1666881269473548,1.624534,,,-1.6953965608690895
TYC 4273-922-1,2023-02-23 19:57:45.453,339.2812283333333,64.93230138888889,339.3403721201946,64.94336520042604,0.027387591281829,,10.665483474731444,11.47,10.81,,,132.86815124892803,,,-1.6157490936904697,1.624534,,,-2.144457527612204
V* RZ Cep,2023-02-23 19:57:45.453,339.8049033333333,64.85850305555554,339.8369109935404,64.87314237738944,0.0199782764733971,9.300000190734863,9.294269561767578,9.48,9.49,,,147.74788431855904,,,-1.7310000399545695,1.624534,,,-2.2597084738763042
TYC 4273-1186-1,2023-02-23 20:00:00.114,339.8064062499999,65.00935527777777,339.83255843981493,65.02194141417135,0.0167458398405058,,11.109890937805176,11.52,11.2,,,219.93158106289275,,,-2.1629158540262274,1.630935,,,-2.596116722357084
TYC 4273-319-1,2023-02-23 20:00:00.114,339.58776499999993,65.066285,339.5634746579464,65.03522551982309,0.0327058486484797,,12.238874435424805,12.89,12.44,,,333.3613052481028,,,-2.614484832940849,1.630935,,,-3.047685701271705
TYC 4273-343-1,2023-02-23 20:00:00.114,339.3993054166666,65.13731277777778,339.45236263296647,65.12319447599401,0.0264049607525648,,11.055931091308594,11.54,11.04,,,371.88490761062434,,,-2.7332182470222746,1.630935,,,-3.166419115353131
TYC 4273-435-1,2023-02-23 20:00:00.114,339.8296558333333,64.86889416666666,339.8265281193152,64.90535505972403,0.0364850481902528,,12.39925765991211,12.99,12.02,,,74.91394414359121,,,-0.9936035202991728,1.630935,,,-1.4268043886300288
TYC 4273-695-1,2023-02-23 20:00:00.114,339.6230466666666,65.06957249999999,339.62022992338785,65.06203257712971,0.0076328587410168,,11.706887245178224,12.47,12.15,,,74.85685678396084,,,-0.9927758313798029,1.630935,,,-1.425976699710659
TYC 4273-822-1,2023-02-23 20:00:00.114,339.8645287499999,65.14470083333335,339.8811454926971,65.15068774817048,0.0091986490305236,,10.90470027923584,11.65,10.91,,,118.13383870358116,,,-1.4881326541706077,1.630935,,,-1.9213335225014638
TYC 4273-849-1,2023-02-23 20:00:00.114,339.3875783333333,65.02880222222223,339.3922328954488,65.02898339769159,0.0019733101653723,,12.342562675476074,13.1,12.34,,,85.67296882941406,,,-1.139306405172585,1.630935,,,-1.572507273503441
TYC 4273-922-1,2023-02-23 20:00:00.114,339.2812283333333,64.93230138888889,339.3402942761426,64.94336393809883,0.0273569201359497,,10.665483474731444,11.47,10.81,,,107.32077730510052,,,-1.38390638702126,1.630935,,,-1.8171072553521161
V* RZ Cep,2023-02-23 20:00:00.114,339.8049033333333,64.85850305555554,339.83671379128924,64.87311339631735,0.0199000916453675,9.300000190734863,9.294269561767578,9.48,9.49,,,151.90981502562897,,,-1.7611614504872026,1.630935,,,-2.194362318818059
TYC 4273-1186-1,2023-02-23 20:02:16.129,339.8064062499999,65.00935527777777,339.832245762311,65.02202266130219,0.0167204793668108,,11.109890937805176,11.52,11.2,,,216.864732468762,,,-2.14766919022159,1.637425,,,-2.6375013838101666
TYC 4273-319-1,2023-02-23 20:02:16.129,339.58776499999993,65.066285,339.56308418926164,65.03531001501335,0.0326777120571468,,12.238874435424805,12.89,12.44,,,318.66163525649114,,,-2.565521314328398,1.637425,,,-3.0553535079169745
TYC 4273-343-1,2023-02-23 20:02:16.129,339.3993054166666,65.13731277777778,339.4520581455247,65.12332373724212,0.0262276203585178,,11.055931091308594,11.54,11.04,,,354.7003056006431,,,-2.6818507698234395,1.637425,,,-3.171682963412016
TYC 4273-435-1,2023-02-23 20:02:16.129,339.8296558333333,64.86889416666666,339.8261211264594,64.90532232258934,0.0364590313259078,,12.39925765991211,12.99,12.02,,,75.12522271662425,,,-0.9966612945117792,1.637425,,,-1.4864934881003558
TYC 4273-695-1,2023-02-23 20:02:16.129,339.6230466666666,65.06957249999999,339.6198766276612,65.06221964320291,0.0074733190720901,,11.706887245178224,12.47,12.15,,,66.01954765216652,,,-0.8563782240453687,1.637425,,,-1.3462104176339453
TYC 4273-822-1,2023-02-23 20:02:16.129,339.8645287499999,65.14470083333335,339.8808000720455,65.15078944315381,0.0091562199667611,,10.90470027923584,11.65,10.91,,,116.164769372565,,,-1.4698829495365175,1.637425,,,-1.959715143125094
TYC 4273-849-1,2023-02-23 20:02:16.129,339.3875783333333,65.02880222222223,339.3919285351106,65.02904948987783,0.0018530555643779,,12.342562675476074,13.1,12.34,,,86.59575913967001,,,-1.1509384227090498,1.637425,,,-1.6407706162976263
TYC 4273-922-1,2023-02-23 20:02:16.129,339.2812283333333,64.93230138888889,339.34018633317345,64.94342809095936,0.0273411242310484,,10.665483474731444,11.47,10.81,,,50.75599478145526,,,-0.5709152233462702,1.637425,,,-1.0607474169348468
V* RZ Cep,2023-02-23 20:02:16.129,339.8049033333333,64.85850305555554,339.8362140853801,64.87315061427076,0.0197841354718837,9.300000190734863,9.294269561767578,9.48,9.49,,,148.51347920810582,,,-1.7366115441359122,1.637425,,,-2.226443737724489
TYC 4273-1186-1,2023-02-23 20:04:28.400,339.8064062499999,65.00935527777777,339.8319360547938,65.02209288124303,0.0166889145528316,,11.109890937805176,11.52,11.2,,,209.39674788554203,,,-2.1096216942569086,1.643762,,,-2.6116509958000815
TYC 4273-319-1,2023-02-23 20:04:28.400,339.58776499999993,65.066285,339.5628429405733,65.03539291484097,0.0326317781323557,,12.238874435424805,12.89,12.44,,,313.98346657451805,,,-2.549463813284367,1.643762,,,-3.05149311482754
TYC 4273-343-1,2023-02-23 20:04:28.400,339.3993054166666,65.13731277777778,339.45177906322425,65.12337095990655,0.0261031455813815,,11.055931091308594,11.54,11.04,,,355.0978744385741,,,-2.683067044923898,1.643762,,,-3.1850963464670707
TYC 4273-695-1,2023-02-23 20:04:28.400,339.6230466666666,65.06957249999999,339.6196137577529,65.06219916089306,0.007514027416081,,11.706887245178224,12.47,12.15,,,65.43544951875168,,,-0.8467295887278123,1.643762,,,-1.3487588902709855
TYC 4273-822-1,2023-02-23 20:04:28.400,339.8645287499999,65.14470083333335,339.8806415489836,65.15082492822005,0.0091303281444558,,10.90470027923584,11.65,10.91,,,117.35898843813676,,,-1.4809877569549663,1.643762,,,-1.9830170584981395
TYC 4273-849-1,2023-02-23 20:04:28.400,339.3875783333333,65.02880222222223,339.391596801122,65.02917180479069,0.0017362267621603,,12.342562675476074,13.1,12.34,,,82.66880591100613,,,-1.1005510247371226,1.643762,,,-1.6025803262802958
V* RZ Cep,2023-02-23 20:04:28.400,339.8049033333333,64.85850305555554,339.8359380452698,64.87325968405688,0.019786705160623,9.300000190734863,9.294269561767578,9.48,9.49,,,155.33620359322265,,,-1.785378580248709,1.643762,,,-2.287407881791882
TYC 4273-1186-1,2023-02-23 20:06:39.293,339.8064062499999,65.00935527777777,339.83188603074626,65.0220513989902,0.0166436109852336,,11.109890937805176,11.52,11.2,,,204.492771232756,,,-2.0838917642400143,1.650056,,,-1.9625820890861096
TYC 4273-319-1,2023-02-23 20:06:39.293,339.58776499999993,65.066285,339.5627168858041,65.0353347114508,0.032704026989699,,12.238874435424805,12.89,12.44,,,320.02212216936204,,,-2.57014686528189,1.650056,,,-2.4488371901279855
TYC 4273-343-1,2023-02-23 20:06:39.293,339.3993054166666,65.13731277777778,339.4517204864931,65.12334390845702,0.0260968015676757,,11.055931091308594,11.54,11.04,,,359.1979984475567,,,-2.6955316331778523,1.650056,,,-2.574221958023948
TYC 4273-435-1,2023-02-23 20:06:39.293,339.8296558333333,64.86889416666666,339.8255823722339,64.90534073611555,0.0364875476734783,,12.39925765991211,12.99,12.02,,,71.68858089906098,,,-0.9458218218445832,1.650056,,,-0.8245121466906786
TYC 4273-695-1,2023-02-23 20:06:39.293,339.6230466666666,65.06957249999999,339.5857071157384,65.06760871322763,0.0158618853920927,,11.706887245178224,12.47,12.15,,,349.028355982904,,,-2.6643486422509803,1.650056,,,-2.543038967097076
TYC 4273-822-1,2023-02-23 20:06:39.293,339.8645287499999,65.14470083333335,339.88052703177584,65.15078435624557,0.00906742188265,,10.90470027923584,11.65,10.91,,,126.11521370188892,,,-1.5591155635399254,1.650056,,,-1.4378058883860207
TYC 4273-849-1,2023-02-23 20:06:39.293,339.3875783333333,65.02880222222223,339.39140428496154,65.02911279559373,0.0016447527641435,,12.342562675476074,13.1,12.34,,,84.92241763941149,,,-1.1297527369837286,1.650056,,,-1.008443061829824
V* RZ Cep,2023-02-23 20:06:39.293,339.8049033333333,64.85850305555554,339.8357385897918,64.87323189910538,0.0197096017200132,9.300000190734863,9.294269561767578,9.48,9.49,,,141.6804532242844,,,-1.685471706843548,1.650056,,,-1.5641620316896434
TYC 4273-1186-1,2023-02-23 20:08:55.488,339.8064062499999,65.00935527777777,339.8426072914379,65.00377233401248,0.0162825189761398,,11.109890937805176,11.52,11.2,,,25.77234517753004,,,0.1649182883924585,1.656629,,,-1.0679744683762993
TYC 4273-319-1,2023-02-23 20:08:55.488,339.58776499999993,65.066285,339.5623607769862,65.03543362899627,0.0326594002068168,,12.238874435424805,12.89,12.44,,,329.8281741211269,,,-2.60291623967347,1.656629,,,-3.8358089964422275
TYC 4273-343-1,2023-02-23 20:08:55.488,339.3993054166666,65.13731277777778,339.4513641379394,65.12341543766519,0.025931909242773,,11.055931091308594,11.54,11.04,,,356.3733562567086,,,-2.686959931135726,1.656629,,,-3.919852687904484
TYC 4273-435-1,2023-02-23 20:08:55.488,339.8296558333333,64.86889416666666,339.8254456531513,64.90551411266367,0.0366635121614581,,12.39925765991211,12.99,12.02,,,80.56042935057872,,,-1.0725012935620868,1.656629,,,-2.3053940503308445
TYC 4273-695-1,2023-02-23 20:08:55.488,339.6230466666666,65.06957249999999,339.61907550237373,65.06227232868272,0.0074896769523364,,11.706887245178224,12.47,12.15,,,72.0757120524683,,,-0.951669217141096,1.656629,,,-2.1845619739098536
TYC 4273-822-1,2023-02-23 20:08:55.488,339.8645287499999,65.14470083333335,339.88023184986184,65.15088414911668,0.0090437395225447,,10.90470027923584,11.65,10.91,,,114.90008578247648,,,-1.4579977455142956,1.656629,,,-2.6908905022830534
TYC 4273-849-1,2023-02-23 20:08:55.488,339.3875783333333,65.02880222222223,339.39113747455593,65.029212100896,0.0015574278017942,,12.342562675476074,13.1,12.34,,,97.3248663574995,,,-1.2777564032891,1.656629,,,-2.5106491600578575
V* RZ Cep,2023-02-23 20:08:55.488,339.8049033333333,64.85850305555554,339.83539154109803,64.87327960390222,0.0196478057889251,9.300000190734863,9.294269561767578,9.48,9.49,,,158.53151589674894,,,-1.807485894245549,1.656629,,,-3.040378651014307
TYC 4273-1186-1,2023-02-23 20:11:10.613,339.8064062499999,65.00935527777777,339.8311832555604,65.02227008223055,0.016622537468393,,11.109890937805176,11.52,11.2,,,211.77478460448089,,,-2.121882484935304,1.663174,,,-2.6039383317818823
TYC 4273-319-1,2023-02-23 20:11:10.613,339.58776499999993,65.066285,339.56203768030133,65.03560835099356,0.0325395878411208,,12.238874435424805,12.89,12.44,,,331.0207918738794,,,-2.606835046375045,1.663174,,,-3.088890893221623
TYC 4273-343-1,2023-02-23 20:11:10.613,339.3993054166666,65.13731277777778,339.4510062142028,65.12360174799255,0.0257050269186843,,11.055931091308594,11.54,11.04,,,356.9351278896482,,,-2.688670091439013,1.663174,,,-3.1707259382855915
TYC 4273-435-1,2023-02-23 20:11:10.613,339.8296558333333,64.86889416666666,339.825108913602,64.90562434463844,0.0367808343695625,,12.39925765991211,12.99,12.02,,,66.51347911836018,,,-0.8644710258394496,1.663174,,,-1.3465268726860278
TYC 4273-695-1,2023-02-23 20:11:10.613,339.6230466666666,65.06957249999999,339.6188277429752,65.06245874980226,0.007332722218505,,11.706887245178224,12.47,12.15,,,67.24547278737163,,,-0.8763544915915888,1.663174,,,-1.3584103384381672
TYC 4273-822-1,2023-02-23 20:11:10.613,339.8645287499999,65.14470083333335,339.8798475241546,65.15097483895786,0.0089896001031251,,10.90470027923584,11.65,10.91,,,119.32466553519872,,,-1.4990224275025783,1.663174,,,-1.9810782743491566
TYC 4273-849-1,2023-02-23 20:11:10.613,339.3875783333333,65.02880222222223,339.3907294307488,65.02939853857644,0.0014578019764859,,12.342562675476074,13.1,12.34,,,81.74666240065977,,,-1.0883719383797756,1.663174,,,-1.570427785226354
V* RZ Cep,2023-02-23 20:11:10.613,339.8049033333333,64.85850305555554,339.83496079346423,64.87347020344211,0.0196722994497695,9.300000190734863,9.294269561767578,9.48,9.49,,,139.18070369705964,,,-1.666144433089952,1.663174,,,-2.14820027993653
TYC 4273-1186-1,2023-02-23 20:13:22.324,339.8064062499999,65.00935527777777,339.8310463220816,65.02219569246328,0.0165283380178927,,11.109890937805176,11.52,11.2,,,207.5127152786308,,,-2.0998086460157848,1.669576,,,-2.5798793600389534
TYC 4273-319-1,2023-02-23 20:13:22.324,339.58776499999993,65.066285,339.56195055870256,65.03552045532182,0.0326347137151792,,12.238874435424805,12.89,12.44,,,319.465886203429,,,-2.5682580865370177,1.669576,,,-3.0483288005601863
TYC 4273-343-1,2023-02-23 20:13:22.324,339.3993054166666,65.13731277777778,339.4509461855706,65.12352732884122,0.0257235071339219,,11.055931091308594,11.54,11.04,,,366.77692851222696,,,-2.718201886428065,1.669576,,,-3.1982726004512334
TYC 4273-435-1,2023-02-23 20:13:22.324,339.8296558333333,64.86889416666666,339.824869263536,64.90557840312282,0.0367404394731861,,12.39925765991211,12.99,12.02,,,71.84908560365358,,,-0.9482499767071962,1.669576,,,-1.4283206907303647
TYC 4273-695-1,2023-02-23 20:13:22.324,339.6230466666666,65.06957249999999,339.6186545895887,65.06238488655845,0.0074222746587305,,11.706887245178224,12.47,12.15,,,66.22096141074223,,,-0.8596855673166719,1.669576,,,-1.3397562813398405
TYC 4273-822-1,2023-02-23 20:13:22.324,339.8645287499999,65.14470083333335,339.87981554987783,65.15097515925515,0.0089802046949367,,10.90470027923584,11.65,10.91,,,124.33960700748356,,,-1.543720589167244,1.669576,,,-2.0237913031904124
TYC 4273-849-1,2023-02-23 20:13:22.324,339.3875783333333,65.02880222222223,339.3906698496375,65.02933115388481,0.0014082187128726,,12.342562675476074,13.1,12.34,,,91.27888749843692,,,-1.208122708919648,1.669576,,,-1.6881934229428166
V* RZ Cep,2023-02-23 20:13:22.324,339.8049033333333,64.85850305555554,339.834853214488,64.87337505897717,0.0195702918186009,9.300000190734863,9.294269561767578,9.48,9.49,,,145.5151049291806,,,-1.714467055215404,1.669576,,,-2.194537769238573
TYC 4273-1186-1,2023-02-23 20:15:35.196,339.8064062499999,65.00935527777777,339.8307343529364,65.0221981224364,0.0164475861768324,,11.109890937805176,11.52,11.2,,,207.34546692699723,,,-2.0989332258930484,1.676055,,,-2.5809701977242816
TYC 4273-319-1,2023-02-23 20:15:35.196,339.58776499999993,65.066285,339.561597737434,65.03556063681755,0.0326468505078444,,12.238874435424805,12.89,12.44,,,331.07789076221206,,,-2.607022312509516,1.676055,,,-3.0890592843407494
TYC 4273-343-1,2023-02-23 20:15:35.196,339.3993054166666,65.13731277777778,339.4505622521328,65.12355523445633,0.0255722994131365,,11.055931091308594,11.54,11.04,,,355.7363753351207,,,-2.6850175523081923,1.676055,,,-3.1670545241394255
TYC 4273-695-1,2023-02-23 20:15:35.196,339.6230466666666,65.06957249999999,339.6183447378525,65.06233086526211,0.0075080255637937,,11.706887245178224,12.47,12.15,,,65.16402929670477,,,-0.8422166888490663,1.676055,,,-1.3242536606802995
