Object,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),"Light R (measured, W*t/m^2)","Light G (measured, W*t/m^2)","Light B (measured, W*t/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Airmass
TYC 3023-1727-1,2023-04-03T00:02:45.022,194.45246958333328,44.14454194444444,194.43549726523722,44.11959673912641,0.027760691274170794,,,12.18,,,629.5290842179518,,,-2.1119332246384124,1.009558
TYC 3023-1747-1,2023-04-03T00:02:45.022,194.32141541666664,44.016803333333336,194.33647565385297,44.029053205644246,0.016350285085841815,,,12.02,,,25.102288327451106,,,1.3863229895485454,1.009558
TYC 3023-1899-1,2023-04-03T00:02:45.022,194.16806583333332,43.94271277777777,194.1687631332197,43.95129230707932,0.008594205641180765,,,12.427,,,33.45346687509448,,,1.0745034446688102,1.009558
TYC 3023-1974-1,2023-04-03T00:02:45.022,194.15329874999998,44.24989027777778,194.15475148724948,44.21030896849954,0.03959499491148038,,,12.111,,,909.6521698000588,,,-2.511582125847609,1.009558
UCAC4 671-056978,2023-04-03T00:02:45.022,194.23035624999997,44.08350444444444,194.22313923028187,44.08413510041155,0.005222368784970765,,,13.154,,,118.97325889834752,,,-0.3030171211025675,1.009558
UCAC4 671-056981,2023-04-03T00:02:45.022,194.25201874999996,44.08410611111111,194.29020607946896,44.06070303575835,0.03606167852060167,,,14.607,,,539.5640397584755,,,-1.944501220418805,1.009558
[VV2006] J125711.4+435654,2023-04-03T00:02:45.022,194.29742916666663,43.94843611111111,194.26703878276973,43.950154819004496,0.021947087087522042,,,19.89,,,89.67105179514601,,,0.003975614001081267,1.009558
[VV2006] J125713.1+435912,2023-04-03T00:02:45.022,194.30461249999996,43.9867075,194.3088662427286,43.97175189401389,0.015265634954471712,,,19.46,,,562.436656789926,,,-1.9895777715573082,1.009558
BD+44  2235,2023-04-02T22:49:43.899,194.26339291666665,44.009390555555555,194.2356656437501,44.02257489068683,0.023904572369210255,,9.921681,,,89.91472973894452,,,0.001029165501718634,,1.045269
BD+44  2236,2023-04-02T22:49:43.899,194.3568083333333,44.03411805555555,194.33364419657138,44.03733682878266,0.016961068962193408,,11.100706,,,30.977241537392416,,,1.1579994184156297,,1.045269
BD+44  2237,2023-04-02T22:49:43.899,194.35763874999995,43.94248611111111,194.35211431099447,43.94640673781556,0.005585083308976819,,10.56891,,,1631.8833987061694,,,-3.146116537220207,,1.045269
GALEX J125702.3+435245,2023-04-02T22:49:43.899,194.25961166666661,43.87941444444444,194.25714379055847,43.91062320423922,0.031259387738195095,,18.209217,,,277.0181837174559,,,-1.2206644200823038,,1.045269
LEDA 2238152,2023-04-02T22:49:43.899,194.3116583333333,44.16637722222222,194.31216358081076,44.155809890177395,0.01057354629118061,,21.428099,,,84.21756169424575,,,0.07209961516885346,,1.045269
SDSS J125637.94+440013.9,2023-04-02T22:49:43.899,194.15811833333333,44.003861388888886,194.16904927759842,43.9984771758042,0.00952969449842377,,20.52337,,,224.19209359229524,,,-0.9909444579123196,,1.045269
SDSSCGB 14935.1,2023-04-02T22:49:43.899,194.18891791666664,44.22920027777778,194.20275683730242,44.221865441533716,0.012334751201075737,,20.76375,,,53.93442967824208,,,0.555941046824968,,1.045269
TYC 3023-1727-1,2023-04-02T22:49:43.899,194.45246958333328,44.14454194444444,194.4326861508446,44.12789766259432,0.02187747132735606,,11.760027,,,785.9388003394214,,,-2.3528655504389038,,1.045269
TYC 3023-1747-1,2023-04-02T22:49:43.899,194.32141541666664,44.016803333333336,194.31746015192454,43.98009880522425,0.03681464179989041,,11.21914,,,199.80044076329492,,,-0.8658848312824483,,1.045269
TYC 3023-1899-1,2023-04-02T22:49:43.899,194.16806583333332,43.94271277777777,194.1658418495513,43.959573887659715,0.01693695962898093,,11.750004,,,30.21439939236143,,,1.1850713593955822,,1.045269
TYC 3023-1974-1,2023-04-02T22:49:43.899,194.15329874999998,44.24989027777778,194.1518003641783,44.218646037390194,0.031262679656198285,,11.264655,,,788.0174799386973,,,-2.3557333543791366,,1.045269
UCAC4 671-056976,2023-04-02T22:49:43.899,194.1467458333333,44.04041722222222,194.125209258294,44.01587302738762,0.02902060342395354,,14.289887,,,33.80467140115945,,,1.0631644767825474,,1.045269
UCAC4 671-056978,2023-04-02T22:49:43.899,194.23035624999997,44.08350444444444,194.22022614723687,44.092421893221136,0.011509283249649182,,12.214701,,,139.5251382002324,,,-0.4760248798002131,,1.045269
UCAC4 671-056981,2023-04-02T22:49:43.899,194.25201874999996,44.08410611111111,194.2873233848064,44.06898749528921,0.02952738627030541,,13.176575,,,526.5534501808174,,,-1.9179998833458582,,1.045269
[VV2006] J125713.1+435912,2023-04-02T22:49:43.899,194.30461249999996,43.9867075,194.26415720791192,43.958400263010454,0.04060735403986192,,19.060595,,,90.44718073550808,,,-0.0053813122106729245,,1.045269
BD+44  2235,2023-04-02T23:38:02.402,194.26339291666665,44.009390555555555,194.23847217532975,44.02419184999323,0.023243389109467976,,9.921681,,,87.98054566320494,,,0.024639645642371436,,1.016193
BD+44  2236,2023-04-02T23:38:02.402,194.3568083333333,44.03411805555555,194.33639573995856,44.038957954448584,0.015452083977188827,,11.100706,,,29.14555353631846,,,1.2241755038141053,,1.016193
BD+44  2237,2023-04-02T23:38:02.402,194.35763874999995,43.94248611111111,194.35485803343778,43.94803583347936,0.005899823845086051,,10.56891,,,1588.5189161035169,,,-3.1168747033471593,,1.016193
GALEX J125702.3+435245,2023-04-02T23:38:02.402,194.25961166666661,43.87941444444444,194.25992602797263,43.91226856848819,0.032854904993911256,,18.209217,,,269.91977162173123,,,-1.1924804708767176,,1.016193
LEDA 2238152,2023-04-02T23:38:02.402,194.3116583333333,44.16637722222222,194.3148790066629,44.15741773033806,0.009252598026076244,,21.428099,,,87.03377932121069,,,0.03638666717931053,,1.016193
SDSS J125637.94+440013.9,2023-04-02T23:38:02.402,194.15811833333333,44.003861388888886,194.17186293826185,44.00010582052589,0.010575979576831868,,20.52337,,,221.76317023232377,,,-0.9791172800666854,,1.016193
SDSSCGB 14935.1,2023-04-02T23:38:02.402,194.18891791666664,44.22920027777778,194.20546520529695,44.22351849120342,0.0131486047362468,,20.76375,,,56.114466317363195,,,0.5129191814248552,,1.016193
TYC 3023-1727-1,2023-04-02T23:38:02.402,194.45246958333328,44.14454194444444,194.43541498742422,44.12944161780373,0.01943784551645201,,11.760027,,,790.4707776851974,,,-2.35910827505566,,1.016193
TYC 3023-1747-1,2023-04-02T23:38:02.402,194.32141541666664,44.016803333333336,194.32021871578817,43.98171240137401,0.035101489432536215,,11.21914,,,196.51889711853164,,,-0.8479045218279347,,1.016193
TYC 3023-1899-1,2023-04-02T23:38:02.402,194.16806583333332,43.94271277777777,194.16862522228038,43.96114879817033,0.018440418340425445,,11.750004,,,34.48259510075013,,,1.0416064170039476,,1.016193
TYC 3023-1974-1,2023-04-02T23:38:02.402,194.15329874999998,44.24989027777778,194.15464750921026,44.22017127728946,0.029734707845778786,,11.264655,,,828.334727189249,,,-2.409908399268133,,1.016193
UCAC4 671-056976,2023-04-02T23:38:02.402,194.1467458333333,44.04041722222222,194.20161733178148,44.031619051090985,0.040416530098778054,,14.289887,,,77.45728634584734,,,0.16295057920747957,,1.016193
UCAC4 671-056978,2023-04-02T23:38:02.402,194.23035624999997,44.08350444444444,194.22301947129412,44.09399762932358,0.011742105714817215,,12.214701,,,141.2538363866272,,,-0.4893943561067835,,1.016193
UCAC4 671-056981,2023-04-02T23:38:02.402,194.25201874999996,44.08410611111111,194.29010697271642,44.07056763689548,0.030528742842371285,,13.176575,,,524.2718858034818,,,-1.913285149401508,,1.016193
[VV2006] J125713.1+435912,2023-04-02T23:38:02.402,194.30461249999996,43.9867075,194.2669474335909,43.960028449541014,0.03803307111637822,,19.060595,,,86.83175304998352,,,0.038909850845572226,,1.016193
BD+44  2235,2023-04-03T00:01:10.452,194.26339291666665,44.009390555555555,194.23475336711357,44.02052926069056,0.02341540751922093,,9.921681,,,91.97611008682702,,,-0.023581321809478924,,1.009805
BD+44  2236,2023-04-03T00:01:10.452,194.3568083333333,44.03411805555555,194.35123176052576,44.050743167968015,0.017101552068381442,,11.100706,,,52.26648790374756,,,0.5900479779774125,,1.009805
BD+44  2237,2023-04-03T00:01:10.452,194.35763874999995,43.94248611111111,194.35114352697406,43.94439585257516,0.005051619615933263,,10.56891,,,1607.8592380673683,,,-3.1300137895371405,,1.009805
GALEX J125702.3+435245,2023-04-03T00:01:10.452,194.25961166666661,43.87941444444444,194.25621325679836,43.908625135263364,0.029313169924672675,,18.209217,,,274.3177837818919,,,-1.2100286350228093,,1.009805
LEDA 2238152,2023-04-03T00:01:10.452,194.3116583333333,44.16637722222222,194.31117740255988,44.153769281751536,0.012612660317587822,,21.428099,,,90.15563415171499,,,-0.001875907751045689,,1.009805
SDSS J125637.94+440013.9,2023-04-03T00:01:10.452,194.15811833333333,44.003861388888886,194.1681459107813,43.99645229682413,0.010340461161477474,,20.52337,,,225.26081494250238,,,-0.9961078537991279,,1.009805
SDSSCGB 14935.1,2023-04-03T00:01:10.452,194.18891791666664,44.22920027777778,194.20175366148175,44.21985245624963,0.013114479500746113,,20.76375,,,59.78341720560215,,,0.4441544346487434,,1.009805
TYC 3023-1727-1,2023-04-03T00:01:10.452,194.45246958333328,44.14454194444444,194.4316901593604,44.1258100004452,0.023943565396407608,,11.760027,,,805.0599710854469,,,-2.3789643097479867,,1.009805
TYC 3023-1747-1,2023-04-03T00:01:10.452,194.32141541666664,44.016803333333336,194.3164917908512,43.97808007982296,0.038884900750174076,,11.21914,,,197.55701683126935,,,-0.8536248753150267,,1.009805
TYC 3023-1899-1,2023-04-03T00:01:10.452,194.16806583333332,43.94271277777777,194.16490911397392,43.957455582426796,0.014916946328387852,,11.750004,,,37.481958649997665,,,0.9510505805549332,,1.009805
TYC 3023-1974-1,2023-04-03T00:01:10.452,194.15329874999998,44.24989027777778,194.15092750479982,44.216529709505316,0.03340380454535237,,11.264655,,,853.793031583848,,,-2.442775241137236,,1.009805
UCAC4 671-056976,2023-04-03T00:01:10.452,194.1467458333333,44.04041722222222,194.1242516799682,44.013868643588424,0.031087139779370266,,14.289887,,,31.96295910689733,,,1.123988825692807,,1.009805
UCAC4 671-056978,2023-04-03T00:01:10.452,194.23035624999997,44.08350444444444,194.2193008614241,44.090353948311765,0.010486844915763441,,12.214701,,,143.530058794374,,,-0.5067508832836453,,1.009805
UCAC4 671-056981,2023-04-03T00:01:10.452,194.25201874999996,44.08410611111111,194.2863863775381,44.066932063683,0.03007605950363381,,13.176575,,,528.4719307972393,,,-1.9219485393627045,,1.009805
[VV2006] J125711.4+435654,2023-04-03T00:01:10.452,194.29742916666663,43.94843611111111,194.2632121459006,43.956391234397294,0.02588606285221965,,19.24616,,,89.59368661267015,,,0.00491275518749376,,1.009805
BD+44  2235,2023-04-02T22:48:06.421,194.26339291666665,44.009390555555555,194.23676982816477,44.02221190078732,0.023042442082537827,9.651,,,18.86122748885731,,,1.6966813905735447,,,1.046623
BD+44  2236,2023-04-02T22:48:06.421,194.3568083333333,44.03411805555555,194.35079044644965,44.03409382444103,0.0043264842228151,10.856,,,17.140957618213662,,,1.8005185708368285,,,1.046623
BD+44  2237,2023-04-02T22:48:06.421,194.35763874999995,43.94248611111111,194.35213374228138,43.95007668973943,0.008563098163200722,10.303,,,1367.260651724973,,,-2.9540220150434453,,,1.046623
GALEX J125702.3+435245,2023-04-02T22:48:06.421,194.25961166666661,43.87941444444444,194.25715133707448,43.91428995153094,0.03492054012037933,18.6,,,239.6297103946276,,,-1.0632453836134705,,,1.046623
TYC 3023-1747-1,2023-04-02T22:48:06.421,194.32141541666664,44.016803333333336,194.31747653479377,43.98377390695345,0.033150732306008554,11.019,,,235.11118209406922,,,-1.042576939008412,,,1.046623
TYC 3023-1899-1,2023-04-02T22:48:06.421,194.16806583333332,43.94271277777777,194.19333426202536,43.93410837836825,0.020127341501147755,11.566,,,69.79770612552912,,,0.27600339875225927,,,1.046623
TYC 3023-1974-1,2023-04-02T22:48:06.421,194.15329874999998,44.24989027777778,194.15181673432895,44.22232924081191,0.02758148333926501,11.051,,,621.4915541467824,,,-2.0979818041701805,,,1.046623
UCAC4 671-056967,2023-04-02T22:48:06.421,194.0475708333333,44.009010833333335,194.08498759177047,44.01484436790672,0.02753498922810321,13.269,,,26.023310225319307,,,1.3471999260904726,,,1.046623
UCAC4 671-056976,2023-04-02T22:48:06.421,194.1467458333333,44.04041722222222,194.1485071650578,44.02625114093972,0.014222564253380348,14.101,,,19.33929046436387,,,1.6695049328741067,,,1.046623
UCAC4 671-056978,2023-04-02T22:48:06.421,194.23035624999997,44.08350444444444,194.2202396527326,44.09609282667653,0.014534982810333047,12.002,,,141.5080627869013,,,-0.49134669043587154,,,1.046623
UCAC4 671-056981,2023-04-02T22:48:06.421,194.25201874999996,44.08410611111111,194.28735073802181,44.072667094948144,0.02784065790937764,12.892,,,438.99483413218593,,,-1.7205422506910115,,,1.046623
BD+44  2235,2023-04-02T23:36:27.702,194.26339291666665,44.009390555555555,194.23774594096528,44.01943273256578,0.02100098854847477,9.651,,,21.049631809467996,,,1.577495014204107,,,1.016802
BD+44  2236,2023-04-02T23:36:27.702,194.3568083333333,44.03411805555555,194.35166611746425,44.031233464660396,0.0046891788614699505,10.856,,,18.84200963855821,,,1.6977882195486724,,,1.016802
BD+44  2237,2023-04-02T23:36:27.702,194.35763874999995,43.94248611111111,194.3530372553243,43.947249745722246,0.005802493344734633,10.303,,,1350.2190091661953,,,-2.940404271265195,,,1.016802
GALEX J125702.3+435245,2023-04-02T23:36:27.702,194.25961166666661,43.87941444444444,194.2580884380919,43.911485287511915,0.03208962146694334,18.6,,,239.036016958691,,,-1.0605520853402521,,,1.016802
TYC 3023-1747-1,2023-04-02T23:36:27.702,194.32141541666664,44.016803333333336,194.3183939104474,43.98093805884741,0.035931074999074955,11.019,,,233.4863251016922,,,-1.0350473507898967,,,1.016802
TYC 3023-1899-1,2023-04-02T23:36:27.702,194.16806583333332,43.94271277777777,194.1668342346654,43.96038237171015,0.017691826294751266,11.566,,,30.020339733888903,,,1.192067266711729,,,1.016802
TYC 3023-1974-1,2023-04-02T23:36:27.702,194.15329874999998,44.24989027777778,194.15282467898868,44.21940265704113,0.03048951281315749,11.051,,,657.0271927084633,,,-2.158352087130837,,,1.016802
UCAC4 671-056976,2023-04-02T23:36:27.702,194.1467458333333,44.04041722222222,194.12608314591392,44.01669197786127,0.027992820364265925,14.101,,,32.03459759976775,,,1.1215580910881187,,,1.016802
UCAC4 671-056978,2023-04-02T23:36:27.702,194.23035624999997,44.08350444444444,194.2211966826335,44.09320959409515,0.011724907312117892,12.002,,,143.39424353022514,,,-0.5057230194236394,,,1.016802
UCAC4 671-056981,2023-04-02T23:36:27.702,194.25201874999996,44.08410611111111,194.28828456565654,44.069794066060794,0.02972581371552287,12.892,,,436.9940178215679,,,-1.7155824558708463,,,1.016802
BD+44  2235,2023-04-02T23:59:35.807,194.26339291666665,44.009390555555555,194.2344956583646,44.02314503261258,0.02492079219167469,9.651,,,114.04128595143843,,,-0.25704899103419765,,,1.010084
BD+44  2236,2023-04-02T23:59:35.807,194.3568083333333,44.03411805555555,194.33246464703137,44.03791628073676,0.017908174592478936,10.856,,,25.882023403911774,,,1.3531107096419062,,,1.010084
BD+44  2237,2023-04-02T23:59:35.807,194.35763874999995,43.94248611111111,194.350887733819,43.94700326549002,0.006635662119113414,10.303,,,1324.494509838246,,,-2.9195191325093575,,,1.010084
GALEX J125702.3+435245,2023-04-02T23:59:35.807,194.25961166666661,43.87941444444444,194.25594108456403,43.91123326367521,0.031928569410939904,18.6,,,236.23745542076614,,,-1.0477656165910634,,,1.010084
TYC 3023-1747-1,2023-04-02T23:59:35.807,194.32141541666664,44.016803333333336,194.31624944506052,43.980683081337354,0.03631091440434235,11.019,,,234.48261841098142,,,-1.0396703642002916,,,1.010084
TYC 3023-1899-1,2023-04-02T23:59:35.807,194.16806583333332,43.94271277777777,194.16465681074737,43.96008058940801,0.017540360352068688,11.566,,,29.82093745019901,,,1.1993030440948427,,,1.010084
TYC 3023-1974-1,2023-04-02T23:59:35.807,194.15329874999998,44.24989027777778,194.15066642218017,44.21913951511256,0.03080854659174725,11.051,,,651.323735572397,,,-2.1488859890113456,,,1.010084
UCAC4 671-056976,2023-04-02T23:59:35.807,194.1467458333333,44.04041722222222,194.1239658378366,44.016446630799116,0.029031898745077365,14.101,,,30.914717915181853,,,1.160193053387906,,,1.010084
UCAC4 671-056978,2023-04-02T23:59:35.807,194.23035624999997,44.08350444444444,194.21904760316306,44.09295914629374,0.012464705251456718,12.002,,,142.24629875901886,,,-0.496996163639816,,,1.010084
UCAC4 671-056981,2023-04-02T23:59:35.807,194.25201874999996,44.08410611111111,194.28614440355318,44.069533000044615,0.028520456419172068,12.892,,,430.16625524516985,,,-1.698484573378164,,,1.010084
BD+44  2235,2023-04-03T21:01:22.341,194.26339291666665,44.009390555555555,194.25790297031668,44.0361768069627,0.027075578809280493,,,11.283,,,1424.6065408302675,,,-5.099378954232473,1.196837
BD+44  2237,2023-04-03T21:01:22.341,194.35763874999995,43.94248611111111,194.3607246388228,43.92711110549833,0.015534772315242449,,,11.74,,,1453.877738675705,,,-5.121461336278081,1.196837
GALEX J125702.3+435245,2023-04-03T21:01:22.341,194.25961166666661,43.87941444444444,194.26517443554556,43.88122152703099,0.004397989540184377,,,18.1,,,1024.4532382320756,,,-4.741371968142169,1.196837
TYC 3023-1727-1,2023-04-03T21:01:22.341,194.45246958333328,44.14454194444444,194.409424247149,44.154643972104886,0.03249613637082951,,,12.18,,,80.50653675688602,,,-1.9797194804690448,1.196837
TYC 3023-1747-1,2023-04-03T21:01:22.341,194.32141541666664,44.016803333333336,194.3576290852385,44.047985032924565,0.04062211595525083,,,12.02,,,128.854004274747,,,-2.490386417377753,1.196837
TYC 3023-1899-1,2023-04-03T21:01:22.341,194.16806583333332,43.94271277777777,194.15959885195082,43.97060455625444,0.02854997993560661,,,12.427,,,168.27346085538488,,,-2.7801806864614527,1.196837
UCAC4 671-056976,2023-04-03T21:01:22.341,194.1467458333333,44.04041722222222,194.18795848371167,44.04029162060638,0.029625994580522914,,,15.111,,,7185.158987983461,,,-6.856232575057087,1.196837
UCAC4 671-056978,2023-04-03T21:01:22.341,194.23035624999997,44.08350444444444,194.21071616226018,44.06451715574106,0.02365621715461903,,,13.154,,,115.53684811551761,,,-2.371942908397738,1.196837
[VV2006] J125711.4+435654,2023-04-03T21:01:22.341,194.29742916666663,43.94843611111111,194.31337307017264,43.91480997608732,0.03553252049893154,,,19.89,,,3464.5247758246387,,,-6.0642507978497235,1.196837
[VV2006] J125713.1+435912,2023-04-03T21:01:22.341,194.30461249999996,43.9867075,194.29636730360787,43.95209062442903,0.03512182055362648,,,19.46,,,535.9366647000596,,,-4.03792529217516,1.196837
BD+44  2237,2023-04-03T21:14:13.926,194.35763874999995,43.94248611111111,194.35582118901704,43.947368475346394,0.0050547070661626625,,,11.74,,,1559.0927430100503,,,-5.197321494407561,1.170597
GALEX J125702.3+435245,2023-04-03T21:14:13.926,194.25961166666661,43.87941444444444,194.26088420291106,43.91159071437299,0.032189334092441645,,,18.1,,,272.9495528377013,,,-3.305347587121262,1.170597
GEN# +7.00320230,2023-04-03T21:14:13.926,194.4333333333333,44.14666666666667,194.41817299056652,44.18153105236649,0.03652117229825969,,,12.41,,,74.59510826839426,,,-1.8969174908066875,1.170597
TYC 3023-1727-1,2023-04-03T21:14:13.926,194.45246958333328,44.14454194444444,194.43636058709382,44.12884901604337,0.019491723900274163,,,12.18,,,598.422183009146,,,-4.1576608294517134,1.170597
TYC 3023-1747-1,2023-04-03T21:14:13.926,194.32141541666664,44.016803333333336,194.32119816614667,43.98105535226994,0.03574832266653506,,,12.02,,,159.74178113191738,,,-2.723687925575372,1.170597
TYC 3023-1899-1,2023-04-03T21:14:13.926,194.16806583333332,43.94271277777777,194.2178704107223,43.9435392776226,0.03587026212576849,,,12.427,,,269.81525510719905,,,-3.292807870837839,1.170597
TYC 3023-1974-1,2023-04-03T21:14:13.926,194.15329874999998,44.24989027777778,194.155534443223,44.21955230229013,0.030380234880510656,,,12.111,,,875.105587885697,,,-4.5702927617017135,1.170597
UCAC4 671-056978,2023-04-03T21:14:13.926,194.23035624999997,44.08350444444444,194.22397126325941,44.0933877922433,0.010895553498228934,,,13.154,,,118.59323065239516,,,-2.400291369328511,1.170597
UCAC4 671-056981,2023-04-03T21:14:13.926,194.25201874999996,44.08410611111111,194.29103056345352,44.06994879979812,0.03139908413768445,,,14.607,,,502.06126912507614,,,-3.9670334181674605,1.170597
BD+44  2236,2023-04-03T21:27:22.000,194.3568083333333,44.03411805555555,194.36656236730613,44.07299597888209,0.03950487074282578,,,12.118,,,129.6814657503935,,,-2.4973363956514176,1.146422
