Object,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),"Light R (measured, W*t/m^2)","Light G (measured, W*t/m^2)","Light B (measured, W*t/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Airmass
TYC 4273-435-1,2022-12-07T21:08:30.674,339.8296558333333,64.86889416666666,339.84186767873274,64.90637975370527,0.03784215927614124,,12.399258,,,733.2956399600196,,,-4.025016494163689,,1.145727
TYC 4273-659-1,2022-12-07T21:08:30.674,340.02271916666666,64.95526805555556,339.95956049752095,64.94181414419359,0.029936890141869656,,10.683766,,,220.02599169234907,,,-2.718003704999604,,1.145727
TYC 4273-695-1,2022-12-07T21:08:30.674,339.6230466666666,65.06957249999999,339.59245906763255,65.06692251793642,0.013163347648648757,,11.706887,,,106.01109391360268,,,-1.925197027133654,,1.145727
TYC 4273-822-1,2022-12-07T21:08:30.674,339.8645287499999,65.14470083333335,339.86631930675276,65.11004626291218,0.0346627527650692,,10.9047,,,241.34313507601706,,,-2.818406112168013,,1.145727
TYC 4273-849-1,2022-12-07T21:08:30.674,339.3875783333333,65.02880222222223,339.44904554423465,65.00957191138869,0.032305555163697076,,12.342563,,,395.7883321332234,,,-3.3554762048127773,,1.145727
UCAC4 775-051528,2022-12-07T21:08:30.674,339.6520275,64.91847833333334,339.60063443507994,64.88550897605724,0.03952451523136902,,12.350152,,,89.35171865003622,,,-1.7395760133147964,,1.145727
UCAC4 776-050735,2022-12-07T21:08:30.674,339.45547124999996,65.15067722222223,339.52444165360635,65.15053709822755,0.028984079807291962,,12.216036,,,227.45517684033467,,,-2.7540583016054025,,1.145727
UCAC4 776-050768,2022-12-07T21:08:30.674,339.5824233333333,65.16741250000001,339.62161532535265,65.15454876565899,0.020893031683039173,,13.09212,,,172.8624854731441,,,-2.4560706200830515,,1.145727
V* RZ Cep,2022-12-07T21:08:30.674,339.8049033333333,64.85850305555554,339.8218960265731,64.85905164119974,0.007240173028585119,,9.29427,,,1834.1336470030426,,,-5.02039618231778,,1.145727
2MASS J22375782+6453569,2022-12-07T21:13:38.241,339.49095333333327,64.89916472222222,339.4458956976411,64.9020202269228,0.019325131370409466,,13.145664,,,173.32789894740125,,,-2.458989918748502,,1.151811
Case  499,2022-12-07T21:13:38.241,339.4184791666666,65.05113833333333,339.48037464994377,65.04085561083787,0.028064733861170244,,11.506842,,,42.60786315937827,,,-0.9355431230033113,,1.151811
TYC 4273-1186-1,2022-12-07T21:13:38.241,339.8064062499999,65.00935527777777,339.83937955925893,65.02045448744917,0.017809083895968487,,11.109891,,,420.4859532732915,,,-3.421197468148547,,1.151811
TYC 4273-1351-1,2022-12-07T21:13:38.241,339.94506458333325,64.84511472222222,339.89500058998595,64.82701558756627,0.027941805458692334,,11.598641,,,99.97691568113731,,,-1.8615680735010989,,1.151811
TYC 4273-149-1,2022-12-07T21:13:38.241,339.36657125,64.86602138888888,339.38978093200967,64.88406085231819,0.02055570756710419,,12.06269,,,182.1658554570909,,,-2.512986181235197,,1.151811
TYC 4273-319-1,2022-12-07T21:13:38.241,339.58776499999993,65.066285,339.518043257409,65.07511337659619,0.03068511549500874,,12.238874,,,52.70870393106986,,,-1.1665245806388882,,1.151811
TYC 4273-351-1,2022-12-07T21:13:38.241,340.0602133333333,65.05962083333333,340.0371241556963,65.08929659408403,0.031230391860285155,,12.543933,,,236.5018631038555,,,-2.796405153124372,,1.151811
TYC 4273-435-1,2022-12-07T21:13:38.241,339.8296558333333,64.86889416666666,339.8568229403242,64.89878453020955,0.03203751837944898,,12.399258,,,695.5232453899805,,,-3.967597860538159,,1.151811
TYC 4273-659-1,2022-12-07T21:13:38.241,340.02271916666666,64.95526805555556,339.97445116045554,64.93419823099053,0.029356040773714683,,10.683766,,,214.25379009806426,,,-2.6891400203122777,,1.151811
TYC 4273-695-1,2022-12-07T21:13:38.241,339.6230466666666,65.06957249999999,339.6076470742572,65.05928654753659,0.012163582039730935,,11.706887,,,89.68342987570821,,,-1.74359926017227,,1.151811
TYC 4273-822-1,2022-12-07T21:13:38.241,339.8645287499999,65.14470083333335,339.86952151080766,65.11056162453647,0.03420373301667742,,10.9047,,,82.81936320409085,,,-1.6571484544925563,,1.151811
UCAC4 775-051528,2022-12-07T21:13:38.241,339.6520275,64.91847833333334,339.6119007845695,64.94588648825875,0.032252932069537506,,12.350152,,,108.1589221518363,,,-1.9469746139815167,,1.151811
UCAC4 776-050735,2022-12-07T21:13:38.241,339.45547124999996,65.15067722222223,339.5048013167224,65.14688125768271,0.021076279079795687,,12.216036,,,83.2781583619078,,,-1.6631465184683745,,1.151811
UCAC4 776-050768,2022-12-07T21:13:38.241,339.5824233333333,65.16741250000001,339.6367257218612,65.14694494247148,0.03064968624232534,,13.09212,,,161.04644168257886,,,-2.3791965710795813,,1.151811
V* RZ Cep,2022-12-07T21:13:38.241,339.8049033333333,64.85850305555554,339.8368295159091,64.8514447141081,0.015292176952660115,,9.29427,,,1781.102677904435,,,-4.988541128771743,,1.151811
2MASS J22375782+6453569,2022-12-07T21:18:46.504,339.49095333333327,64.89916472222222,339.4534676327707,64.89732773605056,0.016008200300955563,,13.145664,,,159.3496455348519,,,-2.3676964916040637,,1.158123
Case  499,2022-12-07T21:18:46.504,339.4184791666666,65.05113833333333,339.51007428625655,65.05914972509994,0.039451842987359105,,11.506842,,,254.54362444015948,,,-2.876224296556747,,1.158123
TYC 4273-1186-1,2022-12-07T21:18:46.504,339.8064062499999,65.00935527777777,339.8311223030263,65.02208597143085,0.016463587759749435,,11.109891,,,1297.7417583049764,,,-4.644789435850148,,1.158123
TYC 4273-1351-1,2022-12-07T21:18:46.504,339.94506458333325,64.84511472222222,339.90244307651795,64.82225184439572,0.0291755913881781,,11.598641,,,103.17519062408587,,,-1.8957569370982166,,1.158123
TYC 4273-149-1,2022-12-07T21:18:46.504,339.36657125,64.86602138888888,339.3973027030495,64.87938488101237,0.01867814024400024,,12.06269,,,173.38686278503712,,,-2.459359208902691,,1.158123
TYC 4273-319-1,2022-12-07T21:18:46.504,339.58776499999993,65.066285,339.55110564269603,65.0313790341697,0.03817826509201086,,12.238874,,,71.53984535661107,,,-1.498188729805875,,1.158123
TYC 4273-351-1,2022-12-07T21:18:46.504,340.0602133333333,65.05962083333333,340.04466702683084,65.08457946937963,0.025804411992617293,,12.543933,,,226.97324776329958,,,-2.751755417301085,,1.158123
TYC 4273-435-1,2022-12-07T21:18:46.504,339.8296558333333,64.86889416666666,339.8643181210267,64.8940576777738,0.02914961755585062,,12.399258,,,695.0526686035602,,,-3.966863025037994,,1.158123
TYC 4273-659-1,2022-12-07T21:18:46.504,340.02271916666666,64.95526805555556,339.981923412208,64.92945233531846,0.031064258090064276,,10.683766,,,203.73253171785217,,,-2.634469692381971,,1.158123
TYC 4273-695-1,2022-12-07T21:18:46.504,339.6230466666666,65.06957249999999,339.6112494511082,65.07801179872527,0.009794998344991455,,11.706887,,,270.6181660630852,,,-2.942711103669482,,1.158123
TYC 4273-822-1,2022-12-07T21:18:46.504,339.8645287499999,65.14470083333335,339.87704181029045,65.10575862325081,0.0392963051282822,,10.9047,,,74.01628509546708,,,-1.5351369470080702,,1.158123
TYC 4273-849-1,2022-12-07T21:18:46.504,339.3875783333333,65.02880222222223,339.45585970261266,65.01045533575866,0.03417760390403406,,12.342563,,,1407.784408799427,,,-4.733159114956991,,1.158123
UCAC4 775-051528,2022-12-07T21:18:46.504,339.6520275,64.91847833333334,339.61947966211125,64.94117380009702,0.0265572529266941,,12.350152,,,114.33166600815184,,,-2.007235067122265,,1.158123
UCAC4 776-050735,2022-12-07T21:18:46.504,339.45547124999996,65.15067722222223,339.5125496124916,65.14218402324644,0.025449124393431936,,12.216036,,,73.58480493455443,,,-1.5287890946079021,,1.158123
UCAC4 776-050768,2022-12-07T21:18:46.504,339.5824233333333,65.16741250000001,339.6443976177685,65.14225262240879,0.03620882749470591,,13.09212,,,159.18361986619516,,,-2.366564678287947,,1.158123
V* RZ Cep,2022-12-07T21:18:46.504,339.8049033333333,64.85850305555554,339.8443235197556,64.84675561230166,0.020460110159382375,,9.29427,,,1686.4332730429858,,,-4.9292416426757075,,1.158123
2MASS J22375782+6453569,2022-12-07T21:23:54.643,339.49095333333327,64.89916472222222,339.47109596284946,64.89354502860472,0.010126960569196737,,13.145664,,,159.23827946334143,,,-2.36693742843024,,1.164555
TYC 4273-1186-1,2022-12-07T21:23:54.643,339.8064062499999,65.00935527777777,339.80654980267457,65.02253267585411,0.013177537564888563,,11.109891,,,155.77878441058823,,,-2.3430895137024783,,1.164555
TYC 4273-1351-1,2022-12-07T21:23:54.643,339.94506458333325,64.84511472222222,339.9559439824228,64.86784484521432,0.023195390678760704,,11.598641,,,78.03586774833218,,,-1.5925543973253693,,1.164555
TYC 4273-149-1,2022-12-07T21:23:54.643,339.36657125,64.86602138888888,339.41498593134065,64.87559882507286,0.02268111933845693,,12.06269,,,173.2457844867701,,,-2.458475427032765,,1.164555
TYC 4273-319-1,2022-12-07T21:23:54.643,339.58776499999993,65.066285,339.52780275516466,65.05535380524128,0.02754529420262943,,12.238874,,,251.46808481183365,,,-2.8630259227530717,,1.164555
TYC 4273-351-1,2022-12-07T21:23:54.643,340.0602133333333,65.05962083333333,340.06233077315954,65.08074036398227,0.021138381255519707,,12.543933,,,225.02879422650767,,,-2.7424139700043693,,1.164555
TYC 4273-435-1,2022-12-07T21:23:54.643,339.8296558333333,64.86889416666666,339.88188994787953,64.89023494307098,0.030775628742316038,,12.399258,,,673.0957809620921,,,-3.9320109081417525,,1.164555
TYC 4273-659-1,2022-12-07T21:23:54.643,340.02271916666666,64.95526805555556,339.99957111175024,64.92561410317607,0.03123278582211266,,10.683766,,,206.10003140905872,,,-2.6470138821528897,,1.164555
TYC 4273-695-1,2022-12-07T21:23:54.643,339.6230466666666,65.06957249999999,339.62405107448166,65.07000711780807,0.000606742498968671,,11.706887,,,60.6505448497054,,,-1.3189055039233035,,1.164555
TYC 4273-822-1,2022-12-07T21:23:54.643,339.8645287499999,65.14470083333335,339.7908896949259,65.11930689864501,0.040047837565941935,,10.9047,,,94.79015279098019,,,-1.8037267954954719,,1.164555
UCAC4 774-052682,2022-12-07T21:23:54.643,339.61335124999994,64.79750527777777,339.58380154840603,64.83122015362302,0.035983636637638754,,12.408042,,,135.8809776481503,,,-2.1947153945130844,,1.164555
UCAC4 775-051528,2022-12-07T21:23:54.643,339.6520275,64.91847833333334,339.63712065971407,64.93735790770596,0.019908326925418465,,12.350152,,,93.56251143761187,,,-1.7895734141861115,,1.164555
UCAC4 776-050735,2022-12-07T21:23:54.643,339.45547124999996,65.15067722222223,339.53037483663957,65.13839236749824,0.033796109141465615,,12.216036,,,62.29972588794965,,,-1.3480340767783914,,1.164555
UCAC4 776-050768,2022-12-07T21:23:54.643,339.5824233333333,65.16741250000001,339.56505518207524,65.13448354163171,0.033728116977238494,,13.09212,,,212.6459068077392,,,-2.68096130587882,,1.164555
V* RZ Cep,2022-12-07T21:23:54.643,339.8049033333333,64.85850305555554,339.77175195134936,64.84336412714197,0.020680256045455196,,9.29427,,,323.63737546772256,,,-3.1369654137678102,,1.164555
2MASS J22375782+6453569,2022-12-07T21:31:16.339,339.49095333333327,64.89916472222222,339.49001621419944,64.89161412838826,0.007561054686940002,,13.145664,,,151.86619713267356,,,-2.3154715321285164,,1.174111
TYC 4273-1186-1,2022-12-07T21:31:16.339,339.8064062499999,65.00935527777777,339.79046260369535,65.01851565500725,0.011369557007339564,,11.109891,,,239.17640556659808,,,-2.8086145743868007,,1.174111
TYC 4273-1351-1,2022-12-07T21:31:16.339,339.94506458333325,64.84511472222222,339.93865910638846,64.81650992125043,0.028734228958620385,,11.598641,,,84.02653312258417,,,-1.6728598502890395,,1.174111
TYC 4273-149-1,2022-12-07T21:31:16.339,339.36657125,64.86602138888888,339.4338700017604,64.87366885226932,0.02958562636324847,,12.06269,,,153.95116714904225,,,-2.33027620165623,,1.174111
TYC 4273-319-1,2022-12-07T21:31:16.339,339.58776499999993,65.066285,339.56851345934945,65.02873358099873,0.0384196451223886,,12.238874,,,64.99101000018175,,,-1.393951952797484,,1.174111
TYC 4273-351-1,2022-12-07T21:31:16.339,340.0602133333333,65.05962083333333,340.0812901910504,65.07875029795824,0.02109191392340225,,12.543933,,,225.265098740584,,,-2.743553511951704,,1.174111
TYC 4273-435-1,2022-12-07T21:31:16.339,339.8296558333333,64.86889416666666,339.8568465636048,64.90063740173646,0.03377608439737361,,12.399258,,,73.0273358155244,,,-1.5205323797216486,,1.174111
TYC 4273-659-1,2022-12-07T21:31:16.339,340.02271916666666,64.95526805555556,340.01844758877195,64.92361287732926,0.03170684484844396,,10.683766,,,183.72519603779887,,,-2.522240535869911,,1.174111
TYC 4273-695-1,2022-12-07T21:31:16.339,339.6230466666666,65.06957249999999,339.6239214689475,65.07587325144105,0.006311529846612857,,11.706887,,,170.86855687752467,,,-2.443474115943038,,1.174111
TYC 4273-822-1,2022-12-07T21:31:16.339,339.8645287499999,65.14470083333335,339.80028032890846,65.12320453714268,0.034524970815950407,,10.9047,,,70.65204340871861,,,-1.4846305549783834,,1.174111
UCAC4 774-052682,2022-12-07T21:31:16.339,339.61335124999994,64.79750527777777,339.60261898643495,64.82924344618164,0.03206511553738348,,12.408042,,,138.8523679365531,,,-2.218201963356051,,1.174111
UCAC4 775-051528,2022-12-07T21:31:16.339,339.6520275,64.91847833333334,339.62041559874694,64.92119892778733,0.013673232024739121,,12.350152,,,2392.0353211112465,,,-5.308737707776036,,1.174111
UCAC4 776-050768,2022-12-07T21:31:16.339,339.5824233333333,65.16741250000001,339.54931887377614,65.13641814689267,0.03397299480811575,,13.09212,,,68.87120909183716,,,-1.4569130058820232,,1.174111
V* RZ Cep,2022-12-07T21:31:16.339,339.8049033333333,64.85850305555554,339.7654658042908,64.86243328181858,0.017208824764699624,,9.29427,,,1016.652312265207,,,-4.3797498691012935,,1.174111
2MASS J22375782+6453569,2022-12-07T21:36:22.875,339.49095333333327,64.89916472222222,339.50137973197855,64.8887830902568,0.011284895466695338,,13.145664,,,150.25213036094692,,,-2.3038703332289217,,1.18097
TYC 4273-1186-1,2022-12-07T21:36:22.875,339.8064062499999,65.00935527777777,339.80186242094067,65.01566080543851,0.006591190995257231,,11.109891,,,233.95992867174994,,,-2.7846724379574854,,1.18097
TYC 4273-1351-1,2022-12-07T21:36:22.875,339.94506458333325,64.84511472222222,339.8919634908339,64.83807180017804,0.02364759952431142,,11.598641,,,1582.6400730354965,,,-4.860274132313181,,1.18097
TYC 4273-149-1,2022-12-07T21:36:22.875,339.36657125,64.86602138888888,339.4451759207685,64.87084744269579,0.03373029999473939,,12.06269,,,159.49564464389186,,,-2.368690807872854,,1.18097
TYC 4273-319-1,2022-12-07T21:36:22.875,339.58776499999993,65.066285,339.56449270463924,65.10537185419999,0.040297573926305064,,12.238874,,,921.0305582240326,,,-4.272503836208104,,1.18097
TYC 4273-351-1,2022-12-07T21:36:22.875,340.0602133333333,65.05962083333333,340.0346748532226,65.07323988102893,0.017360564223944913,,12.543933,,,111.77656188836539,,,-1.9826956050246802,,1.18097
TYC 4273-435-1,2022-12-07T21:36:22.875,339.8296558333333,64.86889416666666,339.91205332830816,64.88538059579756,0.03867291333756517,,12.399258,,,634.1164121257116,,,-3.867241221468376,,1.18097
TYC 4273-659-1,2022-12-07T21:36:22.875,340.02271916666666,64.95526805555556,340.0297371417408,64.92076863005343,0.03462727126999037,,10.683766,,,197.40795884798706,,,-2.600230382316978,,1.18097
TYC 4273-695-1,2022-12-07T21:36:22.875,339.6230466666666,65.06957249999999,339.6353873913837,65.07302253558929,0.0062416571407888245,,11.706887,,,167.2705500142868,,,-2.4203674495978893,,1.18097
TYC 4273-822-1,2022-12-07T21:36:22.875,339.8645287499999,65.14470083333335,339.82130361088247,65.11445965902563,0.03528466696311801,,10.9047,,,91.95796614996561,,,-1.7707921305874152,,1.18097
UCAC4 774-052682,2022-12-07T21:36:22.875,339.61335124999994,64.79750527777777,339.6138897439898,64.82642216624892,0.028917796619400787,,12.408042,,,115.04281360846187,,,-2.0139674740739464,,1.18097
UCAC4 775-051528,2022-12-07T21:36:22.875,339.6520275,64.91847833333334,339.63173301788424,64.91835508053039,0.00860388267951479,,12.350152,,,2306.807758195504,,,-5.2693472456146235,,1.18097
UCAC4 776-050768,2022-12-07T21:36:22.875,339.5824233333333,65.16741250000001,339.5956032897266,65.12972574356478,0.03809164209032125,,13.09212,,,190.77702395556685,,,-2.563133911456518,,1.18097
V* RZ Cep,2022-12-07T21:36:22.875,339.8049033333333,64.85850305555554,339.7767716889933,64.85958814575466,0.012000790134214706,,9.29427,,,974.8434126809152,,,-4.334155890667352,,1.18097
2MASS J22375782+6453569,2022-12-07T21:41:31.238,339.49095333333327,64.89916472222222,339.5140024228017,64.88274493041084,0.019112083905918363,,13.145664,,,144.33732676812213,,,-2.2602653812111004,,1.188045
TYC 4273-1186-1,2022-12-07T21:41:31.238,339.8064062499999,65.00935527777777,339.8144636579439,65.00958111120038,0.0034114840129655295,,11.109891,,,216.5337075647857,,,-2.700632517486055,,1.188045
TYC 4273-1351-1,2022-12-07T21:41:31.238,339.94506458333325,64.84511472222222,339.90449683927505,64.83196648291892,0.02168817472987134,,11.598641,,,1538.6079611672005,,,-4.82963867539876,,1.188045
TYC 4273-149-1,2022-12-07T21:41:31.238,339.36657125,64.86602138888888,339.45791417803093,64.86480592067808,0.0388165735605042,,12.06269,,,150.84626515197726,,,-2.3081551417829758,,1.188045
TYC 4273-351-1,2022-12-07T21:41:31.238,340.0602133333333,65.05962083333333,340.0472542091443,65.0670979459881,0.009260670029670522,,12.543933,,,105.56792864501512,,,-1.9206487380393258,,1.188045
TYC 4273-659-1,2022-12-07T21:41:31.238,340.02271916666666,64.95526805555556,339.9597192575016,64.96405965171773,0.028077032326457786,,10.683766,,,146.62045079018998,,,-2.2773051133095685,,1.188045
TYC 4273-695-1,2022-12-07T21:41:31.238,339.6230466666666,65.06957249999999,339.6480572333512,65.0669384382187,0.010866980475210022,,11.706887,,,166.81650776469348,,,-2.4174163001839575,,1.188045
TYC 4273-822-1,2022-12-07T21:41:31.238,339.8645287499999,65.14470083333335,339.8340714883826,65.10843003808871,0.03846669704044743,,10.9047,,,90.9701841717308,,,-1.7590664221247825,,1.188045
TYC 4273-858-1,2022-12-07T21:41:31.238,340.05373833333334,64.94270861111112,339.98151053397606,64.917045480955,0.039940638292958096,,12.002819,,,408.3420096293,,,-3.3893788917496517,,1.188045
UCAC4 774-052682,2022-12-07T21:41:31.238,339.61335124999994,64.79750527777777,339.6264682614259,64.8203642908633,0.02353094748150094,,12.408042,,,126.76324296996484,,,-2.119302090161426,,1.188045
UCAC4 775-051528,2022-12-07T21:41:31.238,339.6520275,64.91847833333334,339.6443854109261,64.91229701769349,0.006978945951125476,,12.350152,,,2260.958873279423,,,-5.247550393801451,,1.188045
V* RZ Cep,2022-12-07T21:41:31.238,339.8049033333333,64.85850305555554,339.78933982917937,64.8535028964792,0.008290438849532003,,9.29427,,,941.6524251577423,,,-4.296545310329867,,1.188045
2MASS J22375782+6453569,2022-12-07T21:46:39.486,339.49095333333327,64.89916472222222,339.53409468398945,64.87624050626455,0.02933830558759447,,13.145664,,,129.2683764923052,,,-2.1405494733667694,,1.195259
TYC 4273-1186-1,2022-12-07T21:46:39.486,339.8064062499999,65.00935527777777,339.8345901405499,65.00305124987915,0.013473954486613595,,11.109891,,,207.80382938010183,,,-2.6559526032749456,,1.195259
TYC 4273-1351-1,2022-12-07T21:46:39.486,339.94506458333325,64.84511472222222,339.9244262028674,64.82547433799414,0.021511878705207453,,11.598641,,,1507.9773176522629,,,-4.807805760020844,,1.195259
TYC 4273-293-1,2022-12-07T21:46:39.486,340.10762958333333,64.86281,340.0288465460021,64.85544123336973,0.03427214675895176,,10.76402,,,155.68026106837038,,,-2.3424026152817685,,1.195259
TYC 4273-351-1,2022-12-07T21:46:39.486,340.0602133333333,65.05962083333333,340.0673383541151,65.06053590064619,0.0031406551061004505,,12.543933,,,106.35783308901563,,,-1.9287424385664262,,1.195259
TYC 4273-435-1,2022-12-07T21:46:39.486,339.8296558333333,64.86889416666666,339.84823097523093,64.90604708052017,0.03798005385492428,,12.399258,,,111.52788926759706,,,-1.980277444726398,,1.195259
TYC 4273-659-1,2022-12-07T21:46:39.486,340.02271916666666,64.95526805555556,339.9796306075324,64.95747317248455,0.018372554781684442,,10.683766,,,145.88430469057255,,,-2.271840161750184,,1.195259
TYC 4273-695-1,2022-12-07T21:46:39.486,339.6230466666666,65.06957249999999,339.6347411946767,65.08232455860994,0.01367124051632201,,11.706887,,,102.26050242135017,,,-1.8860885426176965,,1.195259
TYC 4273-858-1,2022-12-07T21:46:39.486,340.05373833333334,64.94270861111112,340.0621738925613,64.90812394166163,0.034768948335377386,,12.002819,,,171.33495708277997,,,-2.446433687552603,,1.195259
UCAC4 774-052682,2022-12-07T21:46:39.486,339.61335124999994,64.79750527777777,339.6095072257479,64.81386675969418,0.016443106966480322,,12.408042,,,216.1122189755605,,,-2.6985170436636183,,1.195259
UCAC4 775-051528,2022-12-07T21:46:39.486,339.6520275,64.91847833333334,339.63545738274155,64.91544925244159,0.007649850431169237,,12.350152,,,116.92345348919702,,,-2.0315728230869374,,1.195259
V* RZ Cep,2022-12-07T21:46:39.486,339.8049033333333,64.85850305555554,339.80932959073397,64.84700899155544,0.011646946730601772,,9.29427,,,912.7122566506794,,,-4.262653443823518,,1.195259
2MASS J22375782+6453569,2022-12-07T21:51:47.341,339.49095333333327,64.89916472222222,339.52355676399156,64.92571935344802,0.0299374319689447,,13.145664,,,885.8063654962075,,,-4.23016572935434,,1.202701
TYC 4273-1186-1,2022-12-07T21:51:47.341,339.8064062499999,65.00935527777777,339.8119925589246,65.02560962107597,0.01642468019007333,,11.109891,,,775.4621654282589,,,-4.085720271156845,,1.202701
TYC 4273-1351-1,2022-12-07T21:51:47.341,339.94506458333325,64.84511472222222,339.9338010427286,64.8229951935731,0.02263216734480137,,11.598641,,,1440.9036972316494,,,-4.758406126545097,,1.202701
TYC 4273-293-1,2022-12-07T21:51:47.341,340.10762958333333,64.86281,340.0381895607752,64.8529872469115,0.031094866524073807,,10.76402,,,162.44243375884167,,,-2.388567456217866,,1.202701
TYC 4273-319-1,2022-12-07T21:51:47.341,339.58776499999993,65.066285,339.61057933660516,65.02812027981739,0.03935963672971375,,12.238874,,,47.29946063598965,,,-1.04895920831729,,1.202701
TYC 4273-351-1,2022-12-07T21:51:47.341,340.0602133333333,65.05962083333333,340.07676144448294,65.05804309567998,0.007154268722597577,,12.543933,,,99.78586971629232,,,-1.859491354520315,,1.202701
TYC 4273-435-1,2022-12-07T21:51:47.341,339.8296558333333,64.86889416666666,339.8576260531995,64.90362726909078,0.036705715664840204,,12.399258,,,106.32829842705331,,,-1.9284408970247626,,1.202701
TYC 4273-659-1,2022-12-07T21:51:47.341,340.02271916666666,64.95526805555556,339.9891465742709,64.95506952328981,0.014213580477389944,,10.683766,,,141.03326691459233,,,-2.2351226524502144,,1.202701
TYC 4273-695-1,2022-12-07T21:51:47.341,339.6230466666666,65.06957249999999,339.6003666219728,65.07092261969271,0.009654659507230145,,11.706887,,,78.30201583040008,,,-1.596251094262392,,1.202701
TYC 4273-822-1,2022-12-07T21:51:47.341,339.8645287499999,65.14470083333335,339.85392007915766,65.10528027537494,0.03967232896261597,,10.9047,,,57.38191345434399,,,-1.2587563025241573,,1.202701
TYC 4273-858-1,2022-12-07T21:51:47.341,340.05373833333334,64.94270861111112,340.0716633921777,64.90564936864666,0.03782989629323242,,12.002819,,,179.8533244359317,,,-2.499114911725042,,1.202701
UCAC4 774-052682,2022-12-07T21:51:47.341,339.61335124999994,64.79750527777777,339.6188143435218,64.811475707198,0.014162687137960882,,12.408042,,,190.04633051062297,,,-2.558967458469796,,1.202701
UCAC4 775-051528,2022-12-07T21:51:47.341,339.6520275,64.91847833333334,339.64488853215977,64.91302563517735,0.006236347847726759,,12.350152,,,98.46246156450167,,,-1.8449954596106628,,1.202701
V* RZ Cep,2022-12-07T21:51:47.341,339.8049033333333,64.85850305555554,339.81870666842946,64.84455356930297,0.015132660366756798,,9.29427,,,865.4061472025799,,,-4.204868676689571,,1.202701
2MASS J22375782+6453569,2022-12-07T21:57:00.931,339.49095333333327,64.89916472222222,339.53488598296286,64.9236258583531,0.03074671273808377,,13.145664,,,746.5132828379822,,,-4.044412586255424,,1.210459
TYC 4273-1186-1,2022-12-07T21:57:00.931,339.8064062499999,65.00935527777777,339.82334068758934,65.02350796947157,0.01585734891017576,,11.109891,,,689.8085413747825,,,-3.958640156249456,,1.210459
TYC 4273-1351-1,2022-12-07T21:57:00.931,339.94506458333325,64.84511472222222,339.9450293990887,64.82089327528247,0.024221451561124197,,11.598641,,,1219.0276761863154,,,-4.576852651571841,,1.210459
TYC 4273-293-1,2022-12-07T21:57:00.931,340.10762958333333,64.86281,340.0494363601005,64.8508642952071,0.027459724733707332,,10.76402,,,136.50560441975358,,,-2.1996949429475485,,1.210459
TYC 4273-351-1,2022-12-07T21:57:00.931,340.0602133333333,65.05962083333333,340.0880448845198,65.05590589911782,0.01231058616563297,,12.543933,,,74.69074633517653,,,-1.5449857349358003,,1.210459
TYC 4273-435-1,2022-12-07T21:57:00.931,339.8296558333333,64.86889416666666,339.86885296283344,64.90148092234267,0.03658786928586517,,12.399258,,,96.42098036835944,,,-1.8222475944787397,,1.210459
TYC 4273-659-1,2022-12-07T21:57:00.931,340.02271916666666,64.95526805555556,340.00674848822854,64.9617774265003,0.00938451891572744,,10.683766,,,143.19344195325527,,,-2.2516265582060297,,1.210459
TYC 4273-695-1,2022-12-07T21:57:00.931,339.6230466666666,65.06957249999999,339.61168742796804,65.0688422036528,0.004843555386785947,,11.706887,,,75.5948315376175,,,-1.5580489961196062,,1.210459
TYC 4273-858-1,2022-12-07T21:57:00.931,340.05373833333334,64.94270861111112,340.02214779137034,64.9059451758541,0.03912547942127157,,12.002819,,,338.1874792165822,,,-3.1847125487091192,,1.210459
UCAC4 774-052682,2022-12-07T21:57:00.931,339.61335124999994,64.79750527777777,339.63013668432666,64.80939439492334,0.013871412123286605,,12.408042,,,161.59952654647537,,,-2.382918947358042,,1.210459
UCAC4 775-051528,2022-12-07T21:57:00.931,339.6520275,64.91847833333334,339.6561241861747,64.91094501738827,0.00773094620715,,12.350152,,,79.24293110907138,,,-1.609220065341643,,1.210459
V* RZ Cep,2022-12-07T21:57:00.931,339.8049033333333,64.85850305555554,339.8299455146439,64.84245258743012,0.019258239808178604,,9.29427,,,754.0760670034517,,,-4.055356630475786,,1.210459
TYC 4273-1186-1,2022-12-07T22:02:11.754,339.8064062499999,65.00935527777777,339.84561454993764,65.02140079313665,0.02047798993766286,,11.109891,,,646.2973203258096,,,-3.887899625384612,,1.218272
TYC 4273-1351-1,2022-12-07T22:02:11.754,339.94506458333325,64.84511472222222,339.98736624723654,64.86605386881057,0.027595536043056288,,11.598641,,,459.97751845555956,,,-3.5186602520473493,,1.218272
TYC 4273-293-1,2022-12-07T22:02:11.754,340.10762958333333,64.86281,340.0715568829709,64.84874802992063,0.020800548950602134,,10.76402,,,117.59208271526825,,,-2.0377639431902455,,1.218272
TYC 4273-351-1,2022-12-07T22:02:11.754,340.0602133333333,65.05962083333333,340.1101407664463,65.0537821676755,0.021849991926701156,,12.543933,,,80.35010692181754,,,-1.6242848847793299,,1.218272
